,CYCLOMATIC_DENSITY,DECISION_DENSITY,DESIGN_DENSITY,ESSENTIAL_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,NORMALIZED_CYLOMATIC_COMPLEXITY,PERCENT_COMMENTS,TARGET
897,0.5,0.0,1.0,0.0,9.83,2.0,39.3,0.01,0.5,2.18,19.65,1.0,0.2,0.0,False
898,0.44,2.4,0.63,0.57,26.46,21.46,12182.6,0.19,0.05,676.81,567.78,0.63,0.4,0.0,False
899,0.17,2.0,0.67,0.4,42.06,21.68,19763.62,0.3,0.05,1097.98,911.75,0.5,0.16,11.43,True
900,0.21,2.0,0.5,0.0,43.02,15.81,10760.54,0.23,0.06,597.81,680.41,0.17,0.13,23.53,False
901,0.29,2.0,0.8,0.0,24.55,23.68,13769.86,0.19,0.04,764.99,581.39,0.2,0.28,0.0,False
902,0.25,2.0,0.5,0.0,13.4,5.25,369.2,0.02,0.19,20.51,70.32,0.5,0.2,0.0,False
903,0.14,0.0,1.0,0.0,12.73,6.75,580.17,0.03,0.15,32.22,85.95,1.0,0.11,0.0,False
904,0.14,0.0,1.0,0.0,17.41,3.5,213.21,0.02,0.29,11.85,60.92,1.0,0.13,0.0,False
905,0.29,2.0,1.0,0.0,15.32,11.0,1854.11,0.06,0.09,103.01,168.56,0.5,0.17,0.0,False
906,0.14,2.0,0.25,0.16,94.07,30.36,86693.87,0.95,0.03,4816.33,2855.8,0.2,0.07,35.43,True
907,0.4,2.0,0.5,0.0,10.75,4.0,172.08,0.01,0.25,9.56,43.02,0.5,0.33,0.0,False
908,0.13,2.0,0.75,0.0,29.83,40.13,48033.42,0.4,0.02,2668.52,1197.09,0.25,0.1,3.23,False
909,0.3,2.0,0.67,0.0,12.54,12.75,2038.87,0.05,0.08,113.27,159.91,0.33,0.23,9.09,False
910,0.29,2.0,0.25,0.0,13.04,18.56,4494.57,0.08,0.05,249.7,242.13,0.25,0.27,0.0,False
911,0.4,2.5,0.75,0.67,18.06,11.85,2534.72,0.07,0.08,140.82,213.97,0.75,0.33,0.0,False
912,0.29,2.0,0.5,0.0,27.01,11.69,3692.07,0.11,0.09,205.11,315.77,0.5,0.22,25.0,False
913,0.09,2.0,1.0,0.0,39.13,13.91,7574.21,0.18,0.07,420.79,544.4,0.5,0.06,12.0,True
914,0.13,2.0,0.86,0.0,48.73,19.39,18330.01,0.32,0.05,1018.33,945.1,0.14,0.07,20.9,False
915,0.08,2.0,0.5,0.0,14.23,94.77,127850.89,0.45,0.01,7102.83,1349.03,0.5,0.06,3.85,False
916,0.17,2.0,0.63,0.0,42.42,24.2,24843.45,0.34,0.04,1380.19,1026.58,0.13,0.1,15.09,True
917,0.2,3.0,0.33,1.0,30.72,25.5,19978.47,0.26,0.04,1109.91,783.47,1.0,0.18,0.0,False
918,0.09,0.0,1.0,0.0,38.86,7.0,1904.18,0.09,0.14,105.79,272.03,1.0,0.08,0.0,False
919,0.67,2.0,0.25,1.0,7.22,13.33,1282.82,0.03,0.08,71.27,96.21,1.0,0.44,0.0,False
920,0.42,2.0,0.4,0.33,43.97,13.19,7652.73,0.19,0.08,425.15,580.09,0.4,0.37,0.0,False
921,0.2,2.0,1.0,0.0,33.92,9.38,2981.4,0.11,0.11,165.63,318.02,0.5,0.05,62.5,False
922,0.25,2.0,1.0,0.0,15.92,6.29,629.06,0.03,0.16,34.95,100.08,0.5,0.2,0.0,False
923,0.25,0.0,1.0,0.0,10.6,7.0,519.62,0.02,0.14,28.87,74.23,1.0,0.17,0.0,False
924,0.5,0.0,1.0,0.0,12.18,3.0,109.62,0.01,0.33,6.09,36.54,1.0,0.2,0.0,False
925,0.33,0.0,1.0,0.0,9.05,2.0,36.19,0.01,0.5,2.0,18.09,1.0,0.03,86.36,True
926,0.3,2.0,1.0,0.0,25.87,9.0,2095.13,0.08,0.11,116.4,232.79,0.33,0.27,0.0,False
927,0.08,0.0,1.0,0.0,59.44,5.5,1797.95,0.11,0.18,99.89,326.9,1.0,0.02,62.07,False
928,0.25,0.0,1.0,0.0,11.16,3.12,108.97,0.01,0.32,6.05,34.87,1.0,0.2,0.0,False
929,0.22,2.0,0.5,0.0,23.86,46.0,50477.9,0.37,0.02,2804.33,1097.35,0.13,0.21,8.1,False
930,0.13,0.0,1.0,0.0,32.47,8.36,2268.24,0.09,0.12,126.01,271.41,1.0,0.08,0.0,False
931,0.31,2.5,0.5,0.67,53.13,18.65,18483.6,0.33,0.05,1026.86,990.93,0.7,0.17,29.27,False
932,0.25,2.5,0.5,1.0,22.38,20.0,8951.25,0.15,0.05,497.29,447.56,1.0,0.23,8.33,False
933,0.2,2.0,1.0,0.0,20.51,4.57,428.64,0.03,0.22,23.81,93.77,0.5,0.07,58.33,False
934,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
935,0.17,0.0,1.0,0.0,10.79,7.2,559.51,0.03,0.14,31.08,77.71,1.0,0.08,33.33,False
936,0.33,2.0,0.5,0.0,13.83,11.25,1750.38,0.05,0.09,97.24,155.59,0.5,0.2,0.0,False
937,0.05,2.0,1.0,0.0,100.54,28.52,81768.15,0.96,0.04,4542.68,2867.19,0.5,0.04,4.55,False
938,0.21,2.33,0.8,0.5,52.95,8.87,4163.0,0.16,0.11,231.28,469.51,0.6,0.09,42.86,True
939,0.07,0.0,1.0,0.0,22.69,12.43,3505.19,0.09,0.08,194.73,282.03,1.0,0.03,31.82,False
940,0.24,2.0,0.75,0.0,25.96,11.15,3229.13,0.1,0.09,179.4,289.51,0.25,0.22,0.0,False
941,0.25,2.0,0.5,0.0,17.2,6.67,764.63,0.04,0.15,42.48,114.69,0.5,0.22,0.0,False
942,0.45,2.0,0.2,0.5,16.86,17.14,4949.88,0.1,0.06,274.99,288.85,0.6,0.42,9.09,False
943,0.13,2.0,0.67,0.0,66.13,15.71,16316.58,0.35,0.06,906.48,1038.72,0.33,0.08,24.14,False
944,0.17,2.0,1.0,0.0,49.36,14.73,10712.03,0.24,0.07,595.11,727.12,0.14,0.07,32.14,False
945,0.4,2.0,1.0,0.0,19.1,5.78,637.64,0.04,0.17,35.42,110.36,0.5,0.29,0.0,False
946,0.25,2.0,1.0,0.0,19.74,9.9,1934.51,0.07,0.1,107.47,195.4,0.33,0.21,0.0,False
947,0.19,2.56,0.6,0.93,104.45,30.05,94338.77,1.05,0.03,5241.04,3139.02,0.93,0.12,10.99,True
948,0.5,2.0,0.5,0.0,12.44,7.71,740.57,0.03,0.13,41.14,96.0,0.5,0.25,0.0,False
949,0.07,2.0,0.5,0.0,62.76,21.36,28626.92,0.45,0.05,1590.38,1340.39,0.5,0.05,6.45,False
950,0.08,0.0,1.0,0.0,16.67,9.43,1481.92,0.05,0.11,82.33,157.17,1.0,0.05,0.0,False
951,0.22,2.0,1.0,0.0,11.82,10.83,1386.67,0.04,0.09,77.04,128.0,0.5,0.18,0.0,False
952,0.17,0.0,1.0,0.0,23.26,5.2,628.82,0.04,0.19,34.93,120.93,1.0,0.14,0.0,False
953,0.19,2.0,0.4,0.0,36.88,24.87,22810.72,0.31,0.04,1267.26,917.18,0.2,0.1,35.14,False
954,0.11,0.0,1.0,0.0,67.16,8.0,4298.42,0.18,0.13,238.8,537.3,1.0,0.08,0.0,True
955,0.25,2.0,0.5,0.0,24.33,8.4,1716.73,0.07,0.12,95.37,204.37,0.5,0.17,0.0,False
956,0.25,2.0,1.0,0.0,13.69,6.43,565.71,0.03,0.16,31.43,88.0,0.5,0.2,0.0,False
957,0.4,2.0,1.0,0.0,13.87,4.67,302.05,0.02,0.21,16.78,64.73,0.5,0.29,20.0,False
958,0.17,0.0,1.0,0.0,11.59,4.38,221.89,0.02,0.23,12.33,50.72,1.0,0.11,33.33,False
959,0.47,2.0,0.13,0.0,16.16,19.2,5956.4,0.1,0.05,330.91,310.23,0.13,0.44,0.0,False
960,0.5,0.0,1.0,0.0,12.95,4.0,207.22,0.02,0.25,11.51,51.81,1.0,0.2,0.0,False
961,1.24,2.11,0.99,0.97,89.69,33.23,99019.72,0.99,0.03,5501.1,2980.07,0.97,1.18,0.0,False
962,0.29,2.0,0.5,0.0,14.04,2.0,56.15,0.01,0.5,3.12,28.07,0.5,0.2,0.0,False
963,0.17,0.0,1.0,0.0,18.6,5.25,512.78,0.03,0.19,28.49,97.67,1.0,0.09,0.0,True
964,0.03,0.0,1.0,0.0,98.35,9.3,8500.83,0.3,0.11,472.27,914.37,1.0,0.02,20.93,False
965,0.17,2.0,0.8,0.0,44.17,22.38,22130.78,0.33,0.04,1229.49,988.72,0.2,0.12,27.03,True
966,0.17,2.0,1.0,0.0,40.52,5.75,1339.69,0.08,0.17,74.43,232.99,0.5,0.07,52.38,True
967,0.43,4.0,0.33,0.0,17.75,9.9,1739.36,0.06,0.1,96.63,175.69,0.33,0.13,60.0,False
968,0.21,2.0,0.33,0.0,18.95,10.29,2007.31,0.07,0.1,111.52,195.04,0.33,0.15,23.53,False
969,0.17,2.0,0.33,0.0,21.78,37.5,30631.81,0.27,0.03,1701.77,816.85,0.33,0.1,11.11,True
970,0.33,2.0,1.0,0.0,17.47,5.14,462.13,0.03,0.19,25.67,89.86,0.5,0.29,0.0,False
971,0.73,2.4,0.25,0.86,15.48,21.0,6826.47,0.11,0.05,379.25,325.07,0.88,0.62,0.0,False
972,0.17,2.26,0.32,0.28,249.73,43.13,464447.49,3.59,0.02,25802.64,10769.8,0.3,0.14,12.07,False
973,0.14,0.0,1.0,0.0,17.41,3.5,213.21,0.02,0.29,11.85,60.92,1.0,0.13,0.0,False
974,0.17,2.0,1.0,0.0,52.67,6.38,2143.97,0.11,0.16,119.11,336.05,0.33,0.09,22.22,True
975,0.14,2.0,1.0,0.0,33.54,13.0,5667.6,0.15,0.08,314.87,435.97,0.33,0.11,0.0,False
976,0.17,0.0,0.5,0.0,52.89,19.19,19475.55,0.34,0.05,1081.97,1014.92,0.1,0.13,1.67,True
977,0.27,2.11,0.27,0.0,51.67,21.46,23803.95,0.37,0.05,1322.44,1109.05,0.09,0.13,40.38,False
978,0.03,2.0,0.96,0.96,1349.98,39.94,2153049.88,17.97,0.03,119613.86,53912.72,0.96,0.03,5.88,False
979,0.12,2.0,1.0,0.0,46.82,5.71,1528.72,0.09,0.18,84.93,267.53,0.5,0.07,30.43,False
980,0.29,2.0,0.5,0.0,14.51,4.2,255.97,0.02,0.24,14.22,60.94,0.5,0.22,0.0,False
981,0.2,0.0,1.0,0.0,29.78,3.25,314.58,0.03,0.31,17.48,96.79,1.0,0.17,0.0,False
982,0.43,2.0,0.33,0.0,6.02,18.33,2024.24,0.04,0.05,112.46,110.41,0.33,0.33,0.0,False
983,0.28,2.11,0.18,0.2,35.52,30.55,33139.3,0.36,0.03,1841.07,1084.92,0.27,0.17,25.49,True
984,0.17,0.0,1.0,0.0,11.62,9.75,1104.67,0.04,0.1,61.37,113.3,1.0,0.1,0.0,False
985,0.14,0.0,1.0,0.0,17.41,3.5,213.21,0.02,0.29,11.85,60.92,1.0,0.13,0.0,False
986,0.17,2.0,0.5,0.0,29.04,8.92,2312.39,0.09,0.11,128.47,259.14,0.5,0.1,7.69,False
987,0.4,2.0,0.5,0.0,16.21,4.2,286.08,0.02,0.24,15.89,68.11,0.5,0.33,0.0,False
988,0.17,3.0,0.67,1.0,30.6,9.39,2697.84,0.1,0.11,149.88,287.34,1.0,0.16,0.0,False
989,0.22,2.0,0.5,0.0,10.53,13.2,1834.45,0.05,0.08,101.91,138.97,0.5,0.18,0.0,False
990,0.45,2.0,0.2,1.0,8.42,20.4,3502.14,0.06,0.05,194.56,171.67,1.0,0.38,0.0,False
991,0.23,3.0,1.0,0.0,33.1,7.12,1676.64,0.08,0.14,93.15,235.56,0.33,0.1,18.75,False
992,0.54,2.1,0.31,0.53,70.75,49.5,173359.85,1.17,0.02,9631.1,3502.22,0.54,0.44,0.0,False
993,0.33,2.0,0.5,0.0,15.35,20.67,6557.23,0.11,0.05,364.29,317.29,0.25,0.31,0.0,False
994,0.33,0.0,1.0,0.0,5.33,1.5,12.0,0.0,0.67,0.67,8.0,1.0,0.25,0.0,False
995,0.5,2.0,1.0,0.0,12.18,3.0,109.62,0.01,0.33,6.09,36.54,0.5,0.14,57.14,False
996,0.11,2.0,1.0,0.0,49.17,9.13,4099.12,0.15,0.11,227.73,448.95,0.5,0.08,0.0,False
997,0.31,2.0,0.25,0.0,14.3,23.27,7746.14,0.11,0.04,430.34,332.84,0.25,0.25,7.14,False
998,0.31,2.5,0.25,1.0,17.83,10.4,1928.85,0.06,0.1,107.16,185.47,1.0,0.21,0.0,False
999,0.17,0.0,1.0,0.0,26.94,2.0,107.78,0.02,0.5,5.99,53.89,1.0,0.14,0.0,False
1000,0.23,2.2,0.43,0.83,43.02,27.35,32179.65,0.39,0.04,1787.76,1176.53,0.86,0.12,33.33,False
1001,0.08,2.0,1.0,0.0,99.53,11.61,13418.54,0.39,0.09,745.47,1155.66,0.33,0.06,10.26,False
1002,0.2,0.0,1.0,0.0,11.93,4.0,190.9,0.02,0.25,10.61,47.73,1.0,0.17,0.0,False
1003,0.14,2.0,0.33,0.0,53.55,11.45,7025.78,0.2,0.09,390.32,613.36,0.33,0.08,18.52,False
1004,0.39,2.5,0.29,0.5,33.36,14.26,6783.7,0.16,0.07,376.87,475.69,0.57,0.15,51.72,True
1005,0.17,2.0,1.0,0.0,16.73,11.0,2024.0,0.06,0.09,112.44,184.0,0.5,0.15,0.0,False
1006,0.47,2.3,0.68,0.46,99.09,49.13,239175.87,1.62,0.02,13287.55,4868.38,0.47,0.38,5.88,False
1007,0.33,2.75,0.25,0.29,15.29,43.21,28547.12,0.22,0.02,1585.95,660.69,0.38,0.32,0.0,False
1008,0.41,2.0,0.86,0.83,27.29,21.05,12094.31,0.19,0.05,671.91,574.48,0.86,0.33,0.0,False
1009,0.33,2.0,0.43,0.83,20.0,16.25,5282.39,0.11,0.06,293.47,325.07,0.86,0.3,0.0,False
1010,0.19,2.0,1.0,0.0,67.71,14.27,13778.81,0.32,0.07,765.49,965.88,0.17,0.08,50.91,False
1011,0.13,2.0,1.0,0.0,39.13,6.39,1597.11,0.08,0.16,88.73,249.98,0.5,0.07,28.57,False
1012,0.5,2.0,0.5,0.0,11.42,7.33,614.25,0.03,0.14,34.13,83.76,0.5,0.25,0.0,False
1013,0.22,2.0,0.25,0.0,40.01,5.5,1210.43,0.07,0.18,67.25,220.08,0.25,0.2,0.0,False
1014,0.25,0.0,1.0,0.0,12.85,5.33,365.51,0.02,0.19,20.31,68.53,1.0,0.2,0.0,False
1015,0.23,3.0,0.67,1.0,23.79,14.5,5002.5,0.12,0.07,277.92,345.0,1.0,0.14,18.75,False
1016,0.46,2.2,0.31,0.67,33.99,21.89,16290.19,0.25,0.05,905.01,744.14,0.69,0.42,0.0,False
1017,0.05,0.0,1.0,0.0,187.8,4.76,4258.52,0.3,0.21,236.58,894.29,1.0,0.03,21.43,False
1018,0.37,2.2,0.57,1.0,25.13,19.0,9073.67,0.16,0.05,504.09,477.56,1.0,0.33,0.0,False
1019,0.16,2.0,0.25,0.0,20.43,24.0,11768.4,0.16,0.04,653.8,490.35,0.25,0.08,39.02,False
1020,0.2,3.0,0.67,0.0,38.11,8.16,2536.38,0.1,0.12,140.91,310.91,0.33,0.15,0.0,False
1021,0.33,0.0,1.0,0.0,15.36,3.5,188.21,0.02,0.29,10.46,53.77,1.0,0.14,0.0,False
1022,0.33,0.0,1.0,0.0,9.83,2.0,39.3,0.01,0.5,2.18,19.65,1.0,0.25,0.0,False
1023,0.12,2.0,0.75,0.0,85.6,21.6,39935.53,0.62,0.05,2218.64,1848.87,0.25,0.09,13.16,True
1024,0.12,2.0,1.0,0.0,67.8,13.4,12174.52,0.3,0.07,676.36,908.55,0.2,0.06,41.54,True
1025,0.08,0.0,1.0,0.0,67.02,7.76,4036.66,0.17,0.13,224.26,520.13,1.0,0.04,20.0,False
1026,0.5,2.0,0.5,0.0,11.82,8.8,915.2,0.03,0.11,50.84,104.0,0.5,0.4,0.0,False
1027,1.0,2.0,0.5,0.0,13.29,3.0,119.59,0.01,0.33,6.64,39.86,0.5,2.0,0.0,False
1028,0.09,0.0,1.0,0.0,49.83,3.94,772.6,0.07,0.25,42.92,196.21,1.0,0.03,61.54,False
1029,0.18,2.0,1.0,0.0,31.9,6.9,1518.54,0.07,0.14,84.36,220.08,0.5,0.11,9.09,True
1030,0.2,0.0,1.0,0.0,12.4,3.75,174.4,0.02,0.27,9.69,46.51,1.0,0.11,50.0,False
1031,0.21,2.0,0.67,0.0,22.19,8.88,1751.63,0.07,0.11,97.31,197.15,0.33,0.2,0.0,False
1032,0.4,2.0,1.0,0.0,13.87,4.67,302.05,0.02,0.21,16.78,64.73,0.5,0.29,20.0,False
1033,0.12,2.0,0.11,0.0,90.99,45.11,185151.92,1.37,0.02,10286.22,4104.55,0.06,0.09,0.67,False
1034,0.22,2.0,1.0,0.0,19.72,4.0,315.48,0.03,0.25,17.53,78.87,0.5,0.1,46.67,False
1035,0.16,2.0,1.0,0.0,40.59,14.06,8027.2,0.19,0.07,445.96,570.82,0.33,0.12,5.26,False
1036,0.25,3.0,0.67,1.0,27.43,7.86,1693.16,0.07,0.13,94.06,215.49,1.0,0.18,0.0,False
1037,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1038,0.5,2.0,0.5,0.0,12.44,9.0,1008.0,0.04,0.11,56.0,112.0,0.5,0.25,0.0,False
1039,0.17,2.33,0.77,0.33,70.93,18.61,24562.78,0.44,0.05,1364.6,1319.93,0.38,0.13,21.98,True
1040,0.11,2.0,0.75,0.0,88.1,8.83,6873.97,0.26,0.11,381.89,778.19,0.25,0.05,34.62,False
1041,0.33,2.0,1.0,0.0,19.76,10.5,2178.25,0.07,0.1,121.01,207.45,0.5,0.25,0.0,False
1042,0.17,0.0,1.0,0.0,6.67,4.5,135.0,0.01,0.22,7.5,30.0,1.0,0.03,0.0,False
1043,0.27,2.0,1.0,0.0,33.36,3.5,408.65,0.04,0.29,22.7,116.76,0.33,0.18,21.43,False
1044,0.91,2.0,0.03,0.0,185.52,11.06,22714.18,0.68,0.09,1261.9,2052.81,0.03,0.83,93.94,True
1045,0.23,2.0,0.8,0.0,18.68,25.88,12505.62,0.16,0.04,694.76,483.31,0.2,0.17,30.77,False
1046,0.33,2.0,0.5,0.0,7.4,9.0,599.47,0.02,0.11,33.3,66.61,0.5,0.25,0.0,False
1047,0.55,2.16,0.49,0.47,56.51,54.89,170295.87,1.03,0.02,9460.88,3102.3,0.49,0.54,0.0,False
1048,0.33,0.0,1.0,0.0,9.83,2.0,39.3,0.01,0.5,2.18,19.65,1.0,0.13,50.0,False
1049,0.29,2.0,0.5,0.0,16.82,8.33,1168.18,0.05,0.12,64.9,140.18,0.5,0.22,12.5,False
1050,0.52,2.0,0.55,0.0,24.3,27.0,17711.76,0.22,0.04,983.99,655.99,0.09,0.42,0.0,False
1051,0.25,2.0,0.47,0.0,83.06,87.53,636348.83,2.42,0.01,35352.71,7270.02,0.03,0.15,39.29,False
1052,0.17,2.0,0.5,0.0,20.64,5.56,637.19,0.04,0.18,35.4,114.69,0.5,0.13,0.0,False
1053,0.17,2.0,0.88,0.75,135.53,37.53,190890.99,1.7,0.03,10605.06,5086.44,0.76,0.16,2.07,False
1054,0.37,2.02,0.88,0.48,179.17,21.38,81861.96,1.28,0.05,4547.89,3829.8,0.5,0.35,2.17,False
1055,0.18,2.0,0.5,0.0,15.7,10.63,1772.22,0.06,0.09,98.46,166.8,0.5,0.17,0.0,False
1056,0.25,0.0,1.0,0.0,17.68,9.0,1432.07,0.05,0.11,79.56,159.12,1.0,0.14,0.0,False
1057,0.28,2.0,0.86,0.83,43.02,16.56,11801.69,0.24,0.06,655.65,712.55,0.86,0.23,0.0,False
1058,0.22,2.0,0.5,0.0,35.77,7.0,1752.53,0.08,0.14,97.36,250.36,0.5,0.18,0.0,False
1059,0.5,0.0,1.0,0.0,7.75,2.0,31.02,0.01,0.5,1.72,15.51,1.0,0.2,0.0,False
1060,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1061,0.2,0.0,1.0,0.0,19.65,4.38,376.04,0.03,0.23,20.89,85.95,1.0,0.17,0.0,False
1062,0.11,2.0,1.0,0.0,71.31,24.66,43378.78,0.59,0.04,2409.93,1758.83,0.2,0.07,13.46,False
1063,0.25,3.0,1.0,0.75,23.94,16.5,6517.5,0.13,0.06,362.08,395.0,0.8,0.22,0.0,False
1064,0.43,2.0,0.67,1.0,10.91,8.8,844.8,0.03,0.11,46.93,96.0,1.0,0.33,0.0,False
1065,0.17,2.23,0.82,1.0,99.14,25.67,65333.37,0.85,0.04,3629.63,2544.96,1.0,0.1,38.0,False
1066,0.5,2.0,1.0,0.0,6.17,7.0,302.3,0.01,0.14,16.79,43.19,0.5,0.4,0.0,False
1067,0.15,2.0,0.5,0.0,13.69,16.61,3777.88,0.08,0.06,209.88,227.43,0.5,0.08,63.64,False
1068,0.46,2.0,0.84,0.22,88.36,21.82,42062.82,0.64,0.05,2336.82,1927.88,0.26,0.35,0.0,False
1069,0.25,2.0,0.5,0.0,20.06,14.21,4049.15,0.09,0.07,224.95,284.98,0.5,0.18,0.0,False
1070,0.19,2.0,0.8,0.0,24.93,20.24,10207.48,0.17,0.05,567.08,504.44,0.2,0.13,22.58,False
1071,0.31,2.4,0.5,0.0,40.2,22.79,20877.45,0.31,0.04,1159.86,916.14,0.13,0.17,34.29,False
1072,0.33,2.0,0.5,0.0,37.77,12.29,5701.61,0.15,0.08,316.76,464.08,0.17,0.14,40.0,False
1073,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1074,0.43,3.0,0.67,1.0,12.16,5.6,381.44,0.02,0.18,21.19,68.11,1.0,0.33,0.0,False
1075,0.51,2.06,0.82,0.19,123.47,68.57,580469.3,2.82,0.01,32248.29,8465.79,0.21,0.48,2.11,False
1076,0.2,2.0,1.0,0.0,20.81,9.0,1685.67,0.06,0.11,93.65,187.3,0.5,0.17,0.0,False
1077,0.16,2.09,0.62,0.5,103.01,20.42,42973.95,0.7,0.05,2387.44,2104.02,0.54,0.11,22.12,False
1078,0.67,3.0,0.5,0.0,10.28,4.38,196.76,0.01,0.23,10.93,44.97,0.5,0.5,0.0,False
1079,0.16,2.0,0.6,0.0,64.9,47.74,147935.37,1.03,0.02,8218.62,3098.52,0.2,0.14,3.13,False
1080,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,33.33,False
1081,0.5,0.0,1.0,0.0,10.57,3.0,95.1,0.01,0.33,5.28,31.7,1.0,0.2,0.0,False
1082,0.25,3.0,0.33,1.0,21.13,11.5,2794.53,0.08,0.09,155.25,243.0,1.0,0.18,0.0,False
1083,0.42,2.67,0.6,0.75,19.93,11.08,2448.54,0.07,0.09,136.03,220.92,0.8,0.29,7.69,False
1084,0.17,2.0,1.0,0.0,24.52,16.53,6697.28,0.14,0.06,372.07,405.21,0.25,0.11,14.81,True
1085,0.33,2.0,0.5,0.0,9.05,2.0,36.19,0.01,0.5,2.0,18.09,0.5,0.22,0.0,False
1086,0.5,2.0,1.0,1.0,14.4,16.0,3685.14,0.08,0.06,204.73,230.32,1.0,0.36,16.67,False
1087,0.33,0.0,1.0,0.0,9.06,3.5,110.95,0.01,0.29,6.16,31.7,1.0,0.25,0.0,False
1088,0.16,2.0,1.0,0.0,46.1,8.61,3416.12,0.13,0.12,189.78,396.82,0.33,0.07,40.0,False
1089,0.16,2.0,0.6,0.0,51.73,12.95,8682.08,0.22,0.08,482.34,670.2,0.2,0.1,29.27,False
1090,0.25,0.0,1.0,0.0,7.86,2.5,49.13,0.01,0.4,2.73,19.65,1.0,0.2,0.0,False
1091,0.2,2.0,0.67,0.0,27.81,13.36,4964.52,0.12,0.07,275.81,371.56,0.33,0.1,26.32,False
1092,0.33,2.0,1.0,0.0,11.86,8.67,890.92,0.03,0.12,49.5,102.8,0.5,0.29,0.0,False
1093,0.2,0.0,0.89,0.0,42.48,19.98,16963.65,0.28,0.05,942.42,848.91,0.11,0.12,15.09,False
1094,0.28,2.0,0.4,0.0,15.61,23.18,8390.28,0.12,0.04,466.13,361.93,0.2,0.25,0.0,False
1095,0.2,2.0,0.33,0.0,56.04,22.34,27977.56,0.42,0.04,1554.31,1252.14,0.17,0.12,31.58,False
1096,0.3,2.5,0.67,0.0,16.1,20.0,6441.86,0.11,0.05,357.88,322.09,0.33,0.2,0.0,False
1097,0.55,2.67,0.67,0.8,14.62,13.72,2753.7,0.07,0.07,152.98,200.67,0.83,0.46,9.09,False
1098,0.14,0.0,1.0,0.0,9.6,6.13,360.21,0.02,0.16,20.01,58.81,1.0,0.02,30.0,False
1099,0.11,0.0,1.0,0.0,26.54,3.85,393.42,0.03,0.26,21.86,102.19,1.0,0.04,55.56,False
1100,0.27,2.0,1.0,0.0,18.35,8.33,1274.38,0.05,0.12,70.8,152.93,0.33,0.21,0.0,False
1101,0.13,2.0,1.0,0.0,25.27,11.39,3280.22,0.1,0.09,182.23,287.92,0.5,0.11,0.0,False
1102,0.1,0.0,1.0,0.0,16.53,6.43,683.19,0.04,0.16,37.96,106.27,1.0,0.08,0.0,False
1103,0.14,2.0,0.33,0.0,42.17,14.7,9112.98,0.21,0.07,506.28,619.93,0.33,0.09,27.59,False
1104,0.41,2.45,0.35,0.58,25.89,66.86,115710.92,0.58,0.01,6428.38,1730.72,0.6,0.36,3.92,False
1105,0.14,2.0,0.5,0.0,27.15,19.13,9929.59,0.17,0.05,551.64,519.19,0.25,0.1,25.71,False
1106,0.11,0.0,1.0,0.0,27.6,3.85,409.16,0.04,0.26,22.73,106.27,1.0,0.09,0.0,True
1107,0.23,2.0,1.0,0.0,20.12,11.08,2469.1,0.07,0.09,137.17,222.91,0.33,0.13,29.41,False
1108,0.33,2.4,0.25,0.86,10.04,45.0,20327.14,0.15,0.02,1129.29,451.71,0.88,0.3,0.0,False
1109,0.29,2.25,0.5,0.0,31.18,19.55,11909.67,0.2,0.05,661.65,609.33,0.17,0.26,4.76,False
1110,0.17,0.0,1.0,0.0,17.41,3.5,213.21,0.02,0.29,11.85,60.92,1.0,0.13,0.0,False
1111,0.08,0.0,1.0,0.0,53.74,6.77,2462.54,0.12,0.15,136.81,363.78,1.0,0.07,0.0,False
1112,0.13,2.0,0.33,0.0,20.45,15.17,4705.14,0.1,0.07,261.39,310.23,0.33,0.09,34.62,False
1113,0.54,2.5,0.71,0.83,7.8,43.5,14758.99,0.11,0.02,819.94,339.29,0.86,0.44,0.0,False
1114,0.27,2.0,0.67,0.0,21.05,7.09,1058.51,0.05,0.14,58.81,149.28,0.33,0.21,0.0,True
1115,0.22,2.75,0.7,0.67,49.69,15.32,11670.05,0.25,0.07,648.34,761.54,0.7,0.12,29.82,False
1116,0.16,2.0,0.67,0.0,37.78,6.11,1408.93,0.08,0.16,78.27,230.7,0.33,0.1,5.0,False
1117,0.23,2.0,0.67,0.0,23.64,9.31,2048.42,0.07,0.11,113.8,220.08,0.33,0.04,87.27,True
1118,0.5,0.0,1.0,0.0,16.92,3.5,207.22,0.02,0.29,11.51,59.21,1.0,0.2,0.0,True
1119,0.1,2.0,0.5,0.0,54.2,22.0,26232.24,0.4,0.05,1457.35,1192.37,0.5,0.09,0.0,False
