,V1,V2,V8,V12,V13,V14,V15,V17,V18,V22,V27,V28,V30,V31,V36,V37,V39,TARGET
755,4.343,4.0038,23.5,1.101,3.126,1.5,9.309,1.002,1.157,1.25,2.0,-0.083,0.0,2.682,3.859,2.563,8.427,1
756,4.414,4.3883,9.1,-0.662,2.946,1.379,9.222,1.097,1.219,1.074,2.0,0.171,18.567,2.133,3.689,4.167,8.139,1
757,4.17,3.1822,20.0,0.532,2.959,0.971,8.597,1.002,1.117,1.408,1.848,0.387,0.0,1.542,4.016,2.611,8.452,1
758,5.262,4.7497,23.1,0.0,3.907,2.217,10.2,1.051,1.143,1.207,2.25,-0.002,11.647,2.369,4.416,2.831,9.522,1
759,5.284,5.2824,26.3,-1.009,4.028,2.187,10.651,1.024,1.131,1.244,2.314,0.0,23.28,2.965,4.823,2.709,9.752,1
760,5.192,4.4911,28.6,0.0,3.904,2.797,10.588,0.986,1.143,1.181,2.242,0.0,11.913,5.313,4.433,2.213,9.217,1
761,5.646,4.4339,26.7,0.0,3.465,0.811,10.505,1.048,1.141,1.264,2.303,-0.08,0.0,1.411,4.26,3.104,8.986,1
762,5.27,5.6107,27.7,2.593,3.885,2.388,10.649,0.993,1.145,1.235,2.284,0.0,0.0,3.036,4.075,2.185,9.047,1
763,5.331,4.3397,24.3,0.0,3.511,1.95,10.236,0.989,1.146,1.225,2.292,-0.002,0.0,2.105,4.023,2.157,8.583,1
764,5.303,4.066,26.3,0.0,4.229,1.392,10.053,1.022,1.136,1.25,2.236,0.043,0.0,1.164,6.874,2.75,12.258,1
765,4.461,3.5378,25.0,0.0,2.988,1.891,9.202,0.998,1.159,1.101,2.053,0.044,0.0,2.244,3.155,2.611,7.315,1
766,5.098,3.6085,27.3,0.0,2.876,1.5,9.872,0.993,1.151,1.122,2.112,-0.077,0.0,2.472,3.304,2.469,7.433,1
767,5.384,4.1685,28.6,0.0,3.094,1.371,10.315,0.986,1.148,1.138,2.288,-0.023,0.0,1.985,3.426,2.542,7.704,1
768,5.102,4.3332,28.6,-0.426,3.054,1.436,10.05,1.014,1.149,1.138,2.136,0.047,10.143,2.695,3.446,2.769,7.893,1
769,5.351,4.2358,31.2,0.15,4.697,3.066,10.673,0.969,1.136,1.294,2.328,0.0,12.585,6.801,10.323,1.818,14.009,1
770,5.311,4.467,24.4,0.953,3.766,2.1,10.646,0.993,1.152,1.239,2.267,0.0,0.0,4.692,4.029,2.131,8.883,1
771,5.365,2.9284,40.7,0.0,3.245,1.455,10.315,0.966,1.123,1.279,2.315,-0.007,0.0,1.897,3.641,1.856,8.128,1
772,4.923,3.303,46.7,-0.995,3.413,1.185,9.911,1.042,1.107,1.268,2.267,0.015,10.337,1.563,3.933,3.011,8.671,1
773,4.745,1.8876,40.0,0.0,3.937,1.936,10.509,0.974,1.128,1.269,2.283,0.0,0.0,5.249,3.689,1.856,8.783,1
774,4.732,3.1875,41.2,0.0,2.984,0.875,9.579,0.979,1.127,1.287,2.194,0.043,0.0,0.854,3.648,2.167,7.959,1
775,4.562,3.0804,41.2,0.0,2.984,0.875,9.54,0.979,1.127,1.282,2.17,0.043,0.0,1.14,3.627,2.167,7.954,1
776,4.835,2.8214,40.7,-0.386,3.547,1.876,10.186,1.002,1.126,1.261,2.263,0.001,21.912,3.249,3.681,2.619,8.55,1
777,4.843,3.0136,40.9,-0.043,3.715,1.662,10.166,1.022,1.121,1.285,2.283,-0.002,10.99,2.652,4.05,2.607,9.03,1
778,4.883,2.8874,40.0,-0.383,3.607,1.831,10.332,0.998,1.127,1.264,2.297,-0.001,22.051,3.288,3.726,2.556,8.63,1
779,4.522,2.3963,36.0,0.0,3.253,1.887,9.535,0.98,1.14,1.231,2.157,-0.007,0.0,3.141,3.555,2.061,8.005,1
780,5.006,3.7647,33.3,0.0,3.583,1.23,10.309,1.083,1.153,1.194,2.338,-0.003,41.057,1.873,3.938,3.615,8.92,1
781,5.386,4.1216,33.3,0.0,4.091,1.708,11.059,1.057,1.171,1.142,2.479,0.0,44.711,2.168,4.004,3.475,9.257,1
782,4.732,3.3706,42.9,0.0,3.193,1.187,9.642,1.037,1.125,1.241,2.194,-0.027,20.013,1.659,3.813,3.074,8.405,1
783,5.029,3.701,42.9,0.0,3.647,1.16,10.122,1.084,1.117,1.297,2.318,-0.008,20.473,1.572,4.106,3.202,9.12,1
784,4.965,3.6476,42.9,0.0,3.647,1.16,10.099,1.084,1.117,1.295,2.305,-0.008,20.473,1.553,4.054,3.202,9.118,1
785,4.675,2.4203,52.2,0.0,3.495,0.0,9.971,0.989,1.099,1.306,2.236,0.001,0.0,2.829,3.664,2.064,8.488,1
786,4.562,3.17,40.0,0.0,3.011,0.875,9.54,1.005,1.13,1.226,2.17,0.046,0.0,1.14,3.639,2.667,7.986,1
787,4.687,2.9071,38.5,-0.066,3.459,1.604,10.007,1.002,1.131,1.229,2.242,-0.002,10.681,2.731,3.666,2.423,8.395,1
788,4.77,3.3837,40.0,0.0,3.299,1.185,9.882,1.057,1.13,1.212,2.236,0.015,20.072,1.74,3.834,3.333,8.516,1
789,5.163,4.1935,31.6,0.0,3.817,1.225,10.607,1.137,1.156,1.167,2.411,0.0,62.168,1.526,4.018,4.042,9.217,1
790,4.807,3.3877,46.2,0.0,3.462,0.881,9.833,1.048,1.103,1.321,2.246,-0.026,0.0,1.06,3.999,2.802,8.87,1
791,5.019,3.2862,37.5,-0.627,3.891,1.886,10.548,1.029,1.131,1.23,2.366,0.0,22.352,3.188,3.96,2.728,9.042,1
792,5.119,3.7467,46.2,0.0,3.825,0.832,10.265,1.098,1.095,1.344,2.365,-0.008,0.0,0.952,4.216,2.98,9.376,1
793,5.26,2.4916,37.5,-0.416,4.387,2.929,10.814,1.013,1.124,1.281,2.438,0.0,11.973,6.971,4.295,2.389,9.725,1
794,4.783,3.2512,50.0,0.0,3.319,1.187,9.668,1.022,1.1,1.321,2.222,-0.026,10.143,1.358,3.911,2.716,8.565,1
795,4.543,2.7404,47.6,0.078,3.315,1.705,9.722,0.988,1.109,1.296,2.166,-0.008,10.53,2.905,3.611,2.394,8.295,1
796,5.072,2.2317,35.4,-0.862,4.429,3.61,10.833,0.978,1.134,1.212,2.351,0.0,25.194,10.844,3.794,1.991,9.08,1
797,5.315,3.0581,40.7,-0.875,3.461,1.23,10.548,0.994,1.123,1.243,2.334,-0.002,10.562,2.215,3.743,2.558,8.485,1
798,5.107,2.9658,39.3,-0.472,3.533,1.876,10.447,1.006,1.126,1.217,2.248,0.001,11.344,3.439,3.678,2.47,8.491,1
799,4.882,3.4294,41.2,-1.168,3.483,1.258,10.136,1.069,1.127,1.199,2.288,0.005,30.73,2.011,3.857,3.5,8.704,1
800,5.489,2.1976,35.0,-0.117,4.423,3.682,11.345,0.974,1.135,1.225,2.466,0.0,12.336,11.779,3.854,1.943,9.163,1
801,4.828,3.3085,57.1,0.0,3.292,1.261,9.749,1.006,1.101,1.35,2.247,0.015,0.0,1.436,3.761,2.833,8.437,1
802,4.914,2.2884,40.5,-0.173,3.986,1.426,10.632,1.003,1.128,1.232,2.328,0.0,12.142,4.181,3.733,2.462,8.913,1
803,4.0,2.0,33.3,0.0,3.22,0.0,9.314,0.961,1.138,1.205,2.0,0.003,0.0,1.244,3.009,1.5,7.439,1
804,4.732,2.8489,42.9,0.0,3.549,1.187,9.642,1.011,1.091,1.421,2.194,-0.024,0.0,1.659,4.523,2.329,9.314,1
805,4.733,1.7208,37.9,0.0,4.248,2.513,10.593,0.981,1.125,1.261,2.259,0.0,0.0,7.746,3.999,1.893,9.225,1
806,5.272,3.2017,36.0,0.0,3.817,1.754,10.523,1.022,1.114,1.321,2.307,-0.001,0.0,2.952,4.702,2.587,9.602,1
807,4.872,3.1623,36.0,-0.121,3.472,1.508,10.166,1.011,1.14,1.215,2.296,-0.002,10.696,2.373,3.736,2.59,8.47,1
808,5.096,2.7457,52.2,0.0,5.261,0.749,10.806,1.049,1.058,1.513,2.396,0.0,0.0,3.141,6.954,2.175,13.369,1
809,4.782,3.0562,40.0,-0.896,3.324,1.273,9.947,1.015,1.129,1.215,2.251,-0.008,10.38,1.951,3.708,2.773,8.322,1
810,4.892,3.2952,36.7,-0.505,3.598,1.805,10.235,1.009,1.134,1.205,2.295,-0.001,11.03,2.809,3.712,2.456,8.522,1
811,5.451,2.5976,42.4,0.0,4.191,1.113,10.865,1.013,1.099,1.36,2.409,0.0,0.0,3.05,4.72,2.293,9.912,1
812,5.106,2.5769,47.1,0.0,3.656,1.0,10.411,0.969,1.11,1.311,2.384,0.0,0.0,2.266,3.798,1.854,8.644,1
813,4.928,1.7361,45.0,0.0,3.753,0.0,10.506,0.968,1.114,1.29,2.348,0.0,0.0,3.091,3.685,1.722,8.6,1
814,5.075,2.4622,48.3,-0.203,3.768,0.922,10.518,1.01,1.108,1.263,2.369,0.0,12.066,2.847,3.827,2.52,8.828,1
815,5.459,3.1356,41.7,0.0,3.784,1.029,10.764,1.029,1.113,1.28,2.462,0.0,22.286,1.583,4.748,2.906,9.674,1
816,5.35,2.9948,40.0,0.0,3.843,1.024,10.837,1.041,1.117,1.254,2.442,0.0,21.854,1.865,4.738,3.078,9.706,1
817,5.35,2.9783,40.0,0.0,3.843,1.024,10.837,1.041,1.117,1.251,2.443,0.0,21.831,1.871,4.738,3.078,9.706,1
818,5.161,2.5397,46.4,-0.525,3.844,0.745,10.717,1.038,1.112,1.222,2.404,0.0,12.008,2.924,3.881,3.037,8.952,1
819,5.164,2.9809,26.7,0.0,3.083,0.917,9.968,1.018,1.133,1.245,2.256,-0.072,20.861,0.939,4.66,2.988,9.26,1
820,4.802,1.7802,39.4,0.0,3.892,0.0,10.46,0.986,1.113,1.339,2.384,0.0,0.0,3.735,4.341,1.824,9.301,1
821,4.562,2.931,33.3,-0.603,3.052,0.875,9.54,1.062,1.153,1.166,2.17,0.05,20.392,1.14,3.587,3.292,8.026,1
822,5.062,4.0287,26.3,0.0,4.146,1.975,10.792,1.021,1.162,1.137,2.404,0.0,0.0,2.398,3.83,2.296,8.939,1
823,4.807,2.7734,26.3,1.008,3.352,0.881,9.833,0.994,1.131,1.334,2.246,-0.023,0.0,1.06,4.094,2.019,8.76,1
824,5.092,2.0631,51.5,-0.32,3.945,0.548,10.725,1.002,1.103,1.304,2.412,0.0,12.207,3.461,3.924,2.375,9.072,1
825,5.051,1.6237,41.9,-2.695,5.032,0.964,11.786,1.032,1.124,1.265,2.399,0.0,50.918,9.592,4.016,2.595,10.274,1
826,3.618,3.4245,44.4,0.0,2.593,0.0,8.412,1.011,1.116,1.332,2.0,-0.237,0.0,0.579,3.526,2.3,7.6,1
827,5.389,2.7726,41.7,0.144,3.772,1.506,10.698,1.029,1.113,1.278,2.504,0.0,23.066,2.22,4.757,2.728,9.614,1
828,5.318,2.6699,36.4,0.0,3.7,0.985,10.545,1.02,1.107,1.317,2.402,0.001,0.0,1.511,4.706,2.293,9.538,1
829,5.306,2.2373,36.2,-1.722,4.217,1.577,11.222,1.031,1.14,1.191,2.527,0.0,23.86,3.172,3.942,2.846,9.248,1
830,4.843,2.7944,34.4,-0.929,3.729,2.297,10.299,1.029,1.139,1.153,2.268,0.0,10.307,4.371,3.681,2.755,8.613,1
831,3.618,2.3247,27.3,0.0,3.679,1.522,7.853,1.008,1.131,1.338,1.732,0.336,0.0,2.094,6.866,2.272,11.578,1
832,3.0,1.7389,25.0,0.0,3.426,0.918,6.594,0.985,1.136,1.383,1.414,0.691,0.0,1.333,6.867,2.083,11.561,1
833,5.051,3.532,30.0,-0.794,4.214,3.546,10.717,0.991,1.146,1.141,2.291,0.0,11.784,10.986,3.519,2.435,8.71,1
834,4.876,2.8477,30.0,-0.608,3.21,1.193,10.053,1.02,1.154,1.174,2.336,0.014,21.357,1.586,3.631,2.9,8.126,1
835,4.953,3.4085,40.0,0.0,3.351,1.273,9.975,1.015,1.129,1.241,2.288,-0.008,20.772,1.602,3.853,2.803,8.521,1
836,5.418,3.1768,54.5,0.0,4.608,0.72,11.151,1.121,1.069,1.413,2.532,0.0,0.0,2.359,4.361,2.778,10.237,1
837,3.802,2.4475,30.4,0.0,2.661,1.95,8.394,0.96,1.144,1.195,1.848,0.108,0.0,2.885,2.881,1.643,6.741,2
838,3.0,2.5664,28.6,0.0,2.022,0.0,7.286,1.014,1.149,0.946,2.0,-0.541,0.0,0.444,3.119,2.167,6.827,2
839,4.414,3.0215,46.7,0.0,2.853,0.802,9.183,0.969,1.111,1.323,2.101,-0.074,0.0,0.975,3.549,1.952,7.773,2
840,3.879,2.7312,28.6,0.0,2.922,2.281,8.743,0.966,1.151,1.179,1.902,0.038,0.0,3.685,2.957,1.722,7.078,2
841,5.175,3.753,34.5,1.296,3.211,1.859,10.165,0.975,1.136,1.224,2.175,0.013,0.0,3.341,3.401,2.265,7.963,2
842,3.919,3.1183,27.6,0.0,3.178,2.55,9.002,0.998,1.151,1.116,1.932,0.014,0.0,4.489,3.056,2.318,7.456,2
843,3.618,2.4524,30.8,0.0,2.452,1.522,7.853,0.989,1.144,1.189,1.732,0.363,9.405,2.094,3.058,2.8,6.889,2
844,5.125,3.6783,30.0,0.025,2.925,1.299,10.01,0.998,1.146,1.177,2.149,-0.078,10.299,2.097,3.422,2.927,7.748,2
845,4.404,3.5332,30.4,-0.595,3.272,2.187,9.589,1.027,1.145,1.128,2.053,0.015,21.015,3.667,3.402,2.985,8.054,2
846,4.56,4.4123,33.3,-0.945,3.979,3.022,10.432,0.987,1.139,1.183,2.156,0.0,23.321,6.935,3.542,2.25,8.631,2
847,4.383,3.1398,31.6,-0.678,3.809,3.249,10.063,0.98,1.142,1.173,2.054,0.0,10.339,7.892,3.329,2.214,8.27,2
848,3.975,2.9106,33.3,0.0,3.74,3.322,9.707,0.965,1.14,1.228,1.978,0.0,0.0,8.122,3.24,1.8,8.146,2
849,4.732,2.9545,46.7,0.0,3.439,1.187,9.642,1.012,1.103,1.336,2.194,-0.025,0.0,1.659,3.981,2.358,8.774,2
850,4.783,3.3094,41.2,0.0,3.118,1.187,9.668,1.011,1.122,1.216,2.222,-0.026,0.0,1.358,3.674,2.537,8.062,2
851,4.499,2.9058,43.8,0.0,2.99,1.125,9.311,0.991,1.117,1.243,2.136,0.044,0.0,1.481,3.556,2.396,7.845,2
852,4.896,3.4023,40.9,0.0,3.404,1.299,10.027,1.018,1.123,1.219,2.301,0.004,10.378,1.541,3.744,2.583,8.369,2
853,4.77,3.0868,44.4,-0.875,3.239,1.185,9.882,1.011,1.116,1.248,2.236,0.014,10.312,1.74,3.704,2.8,8.277,2
854,4.796,3.1573,44.4,-0.872,3.239,1.185,9.882,1.011,1.116,1.248,2.243,0.014,10.353,1.686,3.71,2.8,8.277,2
855,4.882,2.872,37.5,-1.14,3.8,2.123,10.361,1.036,1.13,1.161,2.305,0.0,22.748,3.779,3.755,2.981,8.711,2
856,4.607,3.1387,50.0,0.0,3.168,1.187,9.631,1.014,1.11,1.295,2.194,-0.027,0.0,1.544,3.692,2.87,8.242,2
857,5.313,3.4001,36.8,0.0,3.493,1.16,10.388,1.031,1.116,1.257,2.311,-0.008,20.999,1.833,4.735,3.114,9.506,2
858,4.641,3.0853,44.4,0.0,3.233,1.261,9.714,1.011,1.116,1.249,2.214,0.014,10.165,1.783,3.664,2.583,8.192,2
859,4.928,2.4843,34.2,0.171,3.606,2.125,10.295,0.992,1.137,1.199,2.36,0.0,22.913,3.3,3.538,2.375,8.342,2
860,3.618,3.4601,33.3,0.0,2.591,0.0,8.412,1.01,1.157,1.306,2.0,-0.238,0.0,0.579,3.52,2.3,7.59,2
861,4.414,3.2788,41.7,0.0,2.899,0.802,9.183,1.016,1.128,1.239,2.101,-0.083,0.0,0.975,3.589,2.667,7.854,2
862,3.732,2.4884,33.3,0.0,2.57,1.585,8.16,0.961,1.138,1.247,1.802,-0.197,0.0,2.488,2.991,1.917,6.88,2
863,4.0,2.4305,27.3,0.0,3.494,0.811,8.318,0.979,1.137,1.386,1.732,-0.48,0.0,1.0,6.874,2.021,11.569,2
864,3.618,2.2408,25.0,0.0,2.359,1.522,7.853,0.97,1.161,1.133,1.732,0.323,0.0,2.094,2.811,2.1,6.385,2
865,3.966,2.856,31.4,0.0,3.553,3.146,9.522,0.968,1.143,1.187,1.97,0.0,0.0,6.909,2.988,1.794,7.753,2
866,3.618,2.5915,23.1,0.0,2.435,1.522,7.853,1.015,1.16,1.065,1.732,0.402,0.0,2.094,2.919,2.9,6.634,2
867,4.228,3.2893,29.4,-0.193,2.793,1.557,8.891,1.004,1.147,1.14,1.932,0.142,9.98,2.535,3.346,2.738,7.465,2
868,4.236,3.0679,32.8,-0.156,3.929,3.554,10.042,0.97,1.141,1.209,1.995,0.0,10.599,9.701,3.309,1.903,8.382,2
869,4.278,3.167,30.0,-1.74,3.192,1.922,9.464,1.036,1.146,1.114,2.0,-0.027,19.793,3.677,3.359,3.533,7.994,2
870,4.346,3.6387,31.6,-0.41,3.074,1.975,9.16,1.021,1.142,1.153,2.0,0.05,10.291,3.165,3.424,2.852,7.785,2
871,4.655,4.0026,31.8,-0.11,3.176,1.761,9.723,1.013,1.142,1.161,2.107,-0.027,10.614,2.989,3.531,2.967,8.001,2
872,4.233,3.6203,37.5,-0.914,2.983,1.906,9.011,1.012,1.13,1.207,1.95,-0.086,9.753,2.999,3.444,3.083,7.828,2
873,4.691,4.0085,33.3,-2.748,3.146,1.436,9.666,1.064,1.139,1.141,2.117,0.053,19.662,2.428,3.564,3.944,8.128,2
874,4.495,3.6519,32.0,-0.558,3.25,2.187,9.562,1.007,1.141,1.172,2.074,0.014,21.071,3.568,3.461,2.803,8.013,2
875,4.414,3.0837,42.9,0.0,2.868,0.802,9.183,0.982,1.125,1.282,2.101,-0.077,0.0,0.975,3.557,2.238,7.79,2
876,4.675,2.6951,44.0,0.083,3.474,1.911,10.014,0.998,1.116,1.264,2.189,-0.002,10.994,3.45,3.6,2.462,8.445,2
877,4.517,2.6642,42.1,0.0,3.086,1.409,9.391,0.987,1.12,1.256,2.149,-0.024,0.0,2.036,3.553,2.296,7.898,2
878,4.732,2.3414,47.1,0.0,3.124,0.0,9.688,0.992,1.11,1.243,2.348,0.013,0.0,1.659,3.639,2.0,8.158,2
879,4.788,2.7203,40.9,-1.424,3.499,1.911,10.014,1.028,1.127,1.201,2.23,-0.002,21.295,3.219,3.664,3.0,8.485,2
880,4.953,3.2896,40.0,-0.907,3.324,1.273,9.975,1.015,1.129,1.214,2.288,-0.008,10.541,1.602,3.736,2.773,8.324,2
881,5.313,2.5728,34.5,1.477,3.215,1.16,10.388,0.975,1.136,1.211,2.311,-0.007,0.0,1.833,3.478,2.068,7.975,2
882,4.774,2.8791,45.0,0.209,3.211,1.461,9.724,0.987,1.114,1.264,2.214,0.014,11.013,1.964,3.652,2.383,8.162,2
883,5.096,3.1703,40.0,-1.5,3.433,1.124,10.278,1.042,1.125,1.223,2.358,0.004,32.786,1.482,3.742,3.208,8.487,2
884,4.876,3.9788,22.7,0.0,3.16,1.761,9.801,1.043,1.161,1.008,2.189,-0.027,0.0,2.313,3.341,3.7,7.66,2
885,5.035,2.2675,50.0,-0.271,3.703,0.625,10.385,0.998,1.104,1.277,2.328,0.0,11.895,3.098,3.73,2.458,8.718,2
886,4.214,3.0457,23.1,-0.836,2.68,1.459,8.755,1.031,1.166,1.08,1.902,-0.255,9.519,2.052,3.328,3.611,7.365,2
887,3.879,2.6225,30.8,0.0,3.142,2.281,8.743,0.972,1.142,1.223,1.902,0.037,0.0,3.685,3.542,1.846,7.944,2
888,3.732,2.7566,25.0,0.0,2.597,1.585,8.16,1.005,1.156,1.077,1.802,-0.237,0.0,2.488,2.961,2.667,6.802,2
889,4.236,3.0785,33.3,-0.664,3.764,3.284,9.867,0.975,1.138,1.199,1.993,0.0,10.324,8.066,3.329,2.083,8.257,2
890,4.347,3.0077,31.7,-0.071,3.477,2.79,9.619,0.979,1.142,1.178,2.017,0.001,10.797,5.864,3.357,2.078,7.954,2
891,4.343,3.3851,28.6,-2.153,3.013,1.5,9.309,1.069,1.149,1.075,2.0,-0.092,19.281,2.682,3.408,4.042,7.893,2
892,4.343,3.6524,31.3,-0.501,2.977,1.906,9.058,1.032,1.143,1.126,1.989,-0.089,10.119,2.682,3.423,3.271,7.697,2
893,5.421,4.9033,28.6,-5.019,3.504,1.669,10.487,1.087,1.149,1.084,2.327,0.005,30.485,2.211,3.629,4.173,8.471,2
894,4.947,4.4275,25.0,-3.537,3.249,1.371,9.956,1.101,1.156,1.036,2.214,-0.03,19.544,2.232,3.565,4.4,8.152,2
895,4.17,2.6683,26.7,0.0,2.4,0.971,8.597,0.983,1.152,1.103,1.848,0.343,0.0,1.542,3.022,2.567,6.702,2
896,4.842,3.1241,44.4,-2.126,3.451,1.258,10.136,1.053,1.116,1.194,2.278,0.005,20.669,2.113,3.753,3.389,8.529,2
897,4.517,2.7667,50.0,0.0,3.137,1.409,9.391,0.985,1.109,1.339,2.149,-0.025,0.0,2.036,3.578,2.407,8.128,2
898,4.77,2.4954,38.5,2.904,3.133,1.185,9.882,0.964,1.128,1.272,2.236,0.012,0.0,1.74,3.454,1.817,7.92,2
899,4.739,2.5436,35.7,0.266,3.336,1.695,9.972,0.99,1.134,1.205,2.212,0.004,11.089,2.815,3.547,2.306,8.108,2
900,3.618,2.445,21.4,0.0,2.41,1.522,7.853,0.997,1.169,1.079,1.732,0.375,0.0,2.094,2.872,2.7,6.534,2
901,4.303,3.1827,25.0,0.0,2.996,1.837,9.389,0.998,1.159,1.112,2.0,0.044,0.0,3.193,3.139,2.685,7.43,2
902,3.919,3.2139,25.9,0.0,3.201,2.55,9.002,1.014,1.154,1.091,1.932,0.015,0.0,4.489,3.069,2.5,7.529,2
903,4.17,3.2439,25.0,-0.98,2.842,0.971,8.597,1.093,1.149,1.11,1.848,0.442,9.236,1.542,3.644,4.056,8.039,2
904,5.072,2.524,36.4,-0.888,4.154,3.02,10.632,0.986,1.132,1.212,2.351,0.0,24.704,6.968,3.794,2.167,8.904,2
905,5.089,1.8308,40.0,-0.809,4.049,0.49,10.803,0.996,1.125,1.213,2.373,0.0,25.001,4.39,3.8,2.222,8.91,2
906,4.91,2.8789,52.6,0.0,3.357,0.629,10.06,0.993,1.098,1.319,2.333,0.004,0.0,1.207,3.86,2.273,8.487,2
907,4.0,3.1669,45.5,0.0,2.737,0.0,8.623,0.988,1.121,1.287,2.0,0.137,0.0,0.667,3.482,2.167,7.627,2
908,4.977,2.0833,31.0,-0.343,3.988,3.337,10.606,1.0,1.143,1.142,2.361,0.0,11.629,7.693,3.497,2.458,8.579,2
909,6.496,4.6405,33.3,0.0,4.224,0.88,12.028,1.303,1.365,0.898,2.798,0.0,0.0,1.166,4.055,5.75,9.257,1
910,5.998,1.8789,44.4,0.642,4.308,0.749,11.637,1.054,1.103,1.332,2.859,0.0,0.0,1.117,4.405,2.355,9.843,1
911,5.437,2.538,50.0,0.0,4.239,0.954,10.89,1.029,1.094,1.375,2.424,0.0,0.0,2.444,4.252,2.411,9.708,1
912,5.462,2.4473,40.8,0.0,4.083,1.008,11.343,0.987,1.128,1.289,2.506,0.0,0.0,2.666,4.02,2.104,9.254,1
913,5.462,2.4518,40.8,0.0,4.195,1.003,11.392,0.993,1.127,1.298,2.51,0.0,0.0,2.826,4.068,2.171,9.454,1
914,5.994,2.4353,45.5,0.425,4.296,0.768,11.48,1.071,1.095,1.384,2.799,0.0,0.0,0.955,4.407,2.58,9.865,1
915,5.236,2.9421,33.3,0.0,4.006,0.799,10.434,1.069,1.12,1.347,2.414,0.004,0.0,0.873,4.085,2.722,9.504,1
916,5.262,5.0351,14.3,0.0,3.47,0.863,10.026,1.23,1.166,1.252,2.175,0.166,18.861,1.435,4.309,4.226,9.115,1
917,4.263,3.3475,25.8,0.0,3.166,2.187,9.533,0.983,1.159,1.163,2.0,0.013,0.0,4.143,3.15,1.955,7.645,1
918,4.303,3.4665,21.4,-0.157,2.66,1.459,8.815,1.013,1.175,1.081,1.932,-0.251,9.958,1.745,3.346,2.944,7.353,1
919,5.323,4.4887,30.0,-0.75,4.234,1.299,10.107,1.087,1.13,1.359,2.222,-0.087,10.158,1.569,7.078,3.49,12.275,1
920,4.895,3.5219,37.5,0.0,3.52,1.16,10.099,1.059,1.137,1.252,2.292,-0.008,20.341,1.696,3.977,3.192,8.892,1
921,4.922,3.5578,35.0,0.0,3.45,1.258,10.152,1.042,1.144,1.195,2.309,0.005,20.579,1.768,3.865,3.042,8.639,1
922,4.86,3.3466,40.0,0.0,3.453,1.273,9.967,1.02,1.122,1.25,2.282,-0.008,0.0,1.634,3.932,2.374,8.641,1
923,4.845,3.1806,40.0,0.0,3.336,1.185,9.902,0.991,1.11,1.306,2.267,0.013,0.0,1.393,3.911,2.283,8.592,1
924,4.922,3.5441,41.2,0.0,3.486,1.258,10.152,1.05,1.137,1.254,2.309,0.005,20.471,1.768,3.88,3.292,8.746,1
925,4.732,3.3893,50.0,0.0,3.072,0.875,9.579,1.056,1.16,1.196,2.194,0.049,0.0,0.854,3.698,3.417,8.071,1
926,4.919,1.1387,41.0,0.0,4.322,0.0,11.129,0.998,1.125,1.204,2.399,0.0,0.0,5.538,3.731,1.919,9.366,1
927,5.299,1.7433,33.3,-1.781,3.969,0.61,10.903,1.044,1.146,1.126,2.505,0.0,37.083,1.91,3.801,2.643,9.054,1
928,5.22,2.6213,50.0,-0.406,3.753,0.875,10.66,1.035,1.104,1.281,2.492,0.0,11.173,1.341,4.015,2.469,8.955,1
929,5.016,2.3633,40.9,0.508,3.413,0.799,10.366,1.018,1.123,1.215,2.441,-0.002,22.148,1.197,3.707,2.681,8.396,1
930,6.294,7.4499,30.6,0.0,4.487,1.805,12.164,1.255,1.333,0.906,2.676,0.0,0.0,4.437,3.97,5.628,9.463,1
931,5.218,4.3575,29.1,0.0,3.851,2.646,10.565,0.979,1.142,1.2,2.264,0.0,12.174,4.797,4.412,2.149,9.174,1
932,4.377,2.8894,28.6,0.0,4.312,2.246,9.253,0.968,1.129,1.45,2.029,-0.02,11.241,3.316,10.355,2.055,14.025,1
933,4.732,3.1657,42.9,0.0,3.075,0.881,9.803,0.967,1.119,1.331,2.236,-0.023,0.0,0.95,3.69,1.889,8.082,1
934,4.517,2.6567,44.4,0.0,3.265,1.409,9.391,0.986,1.112,1.311,2.149,-0.024,0.0,2.036,3.622,2.086,8.37,1
935,4.732,3.2158,46.7,0.0,3.192,0.875,9.579,0.991,1.107,1.349,2.194,0.043,0.0,0.854,3.899,2.181,8.457,1
936,4.562,3.1061,46.7,0.0,3.192,0.875,9.54,0.991,1.107,1.346,2.17,0.043,0.0,1.14,3.869,2.181,8.454,1
937,4.77,3.0499,47.4,1.066,3.375,1.185,9.882,0.986,1.106,1.348,2.236,0.013,0.0,1.74,3.881,2.211,8.62,1
938,4.818,2.9372,38.5,0.0,3.249,1.523,9.801,0.973,1.131,1.251,2.236,-0.007,0.0,2.002,3.603,1.879,8.063,1
939,4.807,3.3506,42.9,0.0,3.453,0.881,9.833,1.029,1.117,1.332,2.246,-0.025,0.0,1.06,4.049,2.58,8.863,1
940,4.97,3.5327,42.9,0.0,3.653,0.861,10.06,1.052,1.113,1.348,2.307,0.014,0.0,0.962,4.103,2.7,9.148,1
941,5.0,2.595,48.0,0.0,3.647,0.781,10.242,1.003,1.115,1.29,2.327,0.0,10.782,2.451,3.728,2.356,8.668,1
942,4.993,2.2683,35.8,0.0,3.995,2.885,10.458,0.968,1.133,1.235,2.325,0.0,0.0,6.393,3.725,1.8,8.621,1
943,5.006,3.7881,35.3,0.0,3.591,1.23,10.309,1.101,1.145,1.185,2.338,-0.003,40.816,1.873,3.941,3.769,8.927,1
