,CYCLOMATIC_DENSITY,DESIGN_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,NORMALIZED_CYLOMATIC_COMPLEXITY,PERCENT_COMMENTS,TARGET
1036,0.19,0.6,32.25,50.79,83227.41,0.55,0.02,4623.75,1638.6,0.67,0.15,42.7,True
1037,0.2,1.0,15.86,3.5,194.27,0.02,0.29,10.79,55.51,1.0,0.14,0.0,False
1038,0.17,1.0,18.02,14.62,3854.26,0.09,0.07,214.13,263.54,0.5,0.1,14.29,False
1039,0.5,0.67,18.13,7.5,1020.0,0.05,0.13,56.67,136.0,0.33,0.23,0.0,False
1040,0.13,0.5,35.9,9.47,3221.11,0.11,0.11,178.95,340.06,0.5,0.05,31.82,False
1041,0.67,0.5,8.02,18.2,2656.24,0.05,0.05,147.57,145.95,1.0,0.4,0.0,False
1042,0.12,0.25,25.84,48.3,60280.38,0.42,0.02,3348.91,1248.04,0.5,0.06,39.42,False
1043,0.2,0.33,17.97,15.13,4111.99,0.09,0.07,228.44,271.87,0.33,0.06,75.0,False
1044,0.29,0.5,9.34,6.67,415.13,0.02,0.15,23.06,62.27,0.5,0.14,40.0,False
1045,0.2,0.5,15.95,12.67,2559.26,0.07,0.08,142.18,202.05,0.5,0.13,0.0,False
1046,0.11,1.0,24.05,11.82,3359.53,0.09,0.08,186.64,284.27,1.0,0.05,25.0,False
1047,0.36,1.0,24.43,13.09,4186.77,0.11,0.08,232.6,319.82,0.25,0.31,0.0,False
1048,0.25,1.0,15.36,3.5,188.21,0.02,0.29,10.46,53.77,1.0,0.09,50.0,True
1049,0.11,1.0,26.83,23.21,14452.4,0.21,0.04,802.91,622.67,0.25,0.11,2.78,False
1050,0.25,1.0,16.5,2.0,66.0,0.01,0.5,3.67,33.0,1.0,0.1,25.0,True
1051,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.33,0.0,False
1052,0.17,1.0,17.13,6.0,616.79,0.03,0.17,34.27,102.8,1.0,0.07,14.29,False
1053,0.16,0.4,41.51,18.85,14745.1,0.26,0.05,819.17,782.32,0.2,0.08,27.27,False
1054,0.4,0.5,14.4,3.0,129.56,0.01,0.33,7.2,43.19,0.5,0.11,50.0,False
1055,1.0,0.5,13.29,3.0,119.59,0.01,0.33,6.64,39.86,0.5,2.0,0.0,False
1056,0.5,0.5,12.11,6.42,498.63,0.03,0.16,27.7,77.71,0.5,0.18,0.0,False
1057,0.31,0.4,9.46,31.42,9341.9,0.1,0.03,518.99,297.35,0.2,0.25,23.53,False
1058,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1059,0.38,0.67,11.16,14.08,2213.52,0.05,0.07,122.97,157.17,0.33,0.27,0.0,False
1060,0.18,0.45,54.01,45.5,111805.63,0.82,0.02,6211.42,2457.27,0.64,0.12,35.67,False
1061,0.25,1.0,19.98,10.23,2091.78,0.07,0.1,116.21,204.46,0.5,0.18,0.0,False
1062,0.1,1.0,19.66,9.6,1811.74,0.06,0.1,100.65,188.72,1.0,0.05,23.08,False
1063,0.14,1.0,17.36,6.75,791.15,0.04,0.15,43.95,117.21,1.0,0.07,12.5,False
1064,0.2,1.0,11.2,8.0,716.99,0.03,0.13,39.83,89.62,0.5,0.12,18.18,True
1065,0.5,0.33,15.36,4.9,368.89,0.03,0.2,20.49,75.28,0.33,0.43,0.0,False
1066,0.33,0.5,14.04,2.0,56.15,0.01,0.5,3.12,28.07,0.5,0.2,0.0,False
1067,0.35,0.83,45.49,45.94,95998.42,0.7,0.02,5333.25,2089.76,0.83,0.29,9.86,False
1068,0.58,1.0,14.49,27.82,11216.64,0.13,0.04,623.15,403.21,0.57,0.44,7.69,False
1069,0.13,1.0,29.83,3.89,451.11,0.04,0.26,25.06,116.0,1.0,0.03,50.0,True
1070,0.31,0.25,14.06,11.92,1997.07,0.06,0.08,110.95,167.59,0.75,0.24,14.29,False
1071,0.5,1.0,12.5,5.63,395.48,0.02,0.18,21.97,70.31,1.0,0.14,0.0,False
1072,0.14,1.0,23.5,5.5,710.97,0.04,0.18,39.5,129.27,1.0,0.07,12.5,False
1073,0.5,0.67,18.13,7.5,1020.0,0.05,0.13,56.67,136.0,0.33,0.21,0.0,False
1074,0.5,1.0,15.36,3.5,188.21,0.02,0.29,10.46,53.77,1.0,0.25,0.0,False
1075,0.04,1.0,52.34,13.11,8997.69,0.23,0.08,499.87,686.26,1.0,0.03,8.0,True
1076,0.5,0.75,20.0,10.21,2087.05,0.07,0.1,115.95,204.33,0.25,0.24,0.0,False
1077,0.08,1.0,7.87,22.0,3810.23,0.06,0.05,211.68,173.19,1.0,0.07,0.0,False
1078,0.26,0.4,21.59,15.0,4857.82,0.11,0.07,269.88,323.85,0.6,0.12,0.0,False
1079,0.25,0.33,20.67,7.94,1304.74,0.05,0.13,72.49,164.23,0.33,0.13,87.5,True
1080,0.43,0.67,12.97,4.8,298.89,0.02,0.21,16.61,62.27,1.0,0.33,0.0,False
1081,0.5,1.0,16.92,3.5,207.22,0.02,0.29,11.51,59.21,1.0,0.2,0.0,False
1082,0.22,0.5,7.45,31.17,7238.42,0.08,0.03,402.13,232.25,0.5,0.13,61.54,False
1083,0.5,0.6,24.97,22.95,13151.27,0.19,0.04,730.63,573.04,0.1,0.38,0.0,False
1084,0.15,0.5,24.57,14.73,5329.58,0.12,0.07,296.09,361.88,0.25,0.09,21.21,False
1085,0.25,1.0,18.6,2.5,116.27,0.02,0.4,6.46,46.51,1.0,0.17,0.0,False
1086,0.5,0.67,18.13,7.5,1020.0,0.05,0.13,56.67,136.0,0.33,0.23,0.0,False
1087,0.21,0.86,25.63,31.35,25188.32,0.27,0.03,1399.35,803.46,0.43,0.08,45.76,False
1088,0.14,1.0,17.94,6.75,817.52,0.04,0.15,45.42,121.11,1.0,0.09,0.0,False
1089,0.01,1.0,372.88,16.94,107059.51,2.11,0.06,5947.75,6318.27,1.0,0.01,16.52,False
1090,0.11,0.5,14.66,45.5,30339.54,0.22,0.02,1685.53,666.8,0.5,0.09,0.0,False
1091,0.21,0.5,11.75,19.5,4466.71,0.08,0.05,248.15,229.06,0.25,0.13,0.0,False
1092,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1093,0.06,0.5,61.82,14.2,12472.53,0.29,0.07,692.92,878.12,0.5,0.04,16.21,False
1094,0.5,0.5,12.18,3.0,109.62,0.01,0.33,6.09,36.54,0.5,0.29,0.0,False
1095,0.5,0.75,17.72,10.83,2080.0,0.06,0.09,115.56,192.0,0.25,0.24,0.0,False
1096,0.13,0.33,28.18,21.82,13416.53,0.2,0.05,745.36,614.92,0.33,0.08,14.81,False
1097,1.0,0.5,9.51,4.0,152.16,0.01,0.25,8.45,38.04,0.5,2.0,0.0,False
1098,0.5,0.5,16.07,4.5,325.53,0.02,0.22,18.08,72.34,0.5,0.18,0.0,False
1099,0.27,1.0,18.35,8.33,1274.38,0.05,0.12,70.8,152.93,0.33,0.21,0.0,False
1100,0.25,0.5,11.47,8.75,877.83,0.03,0.11,48.77,100.32,0.5,0.12,12.5,False
1101,0.33,0.94,32.38,34.36,38239.73,0.37,0.03,2124.43,1112.8,0.06,0.3,0.0,False
1102,0.1,1.0,20.35,8.44,1448.49,0.06,0.12,80.47,171.67,1.0,0.08,0.0,False
1103,0.33,0.5,11.53,10.5,1271.69,0.04,0.1,70.65,121.11,0.5,0.17,0.0,False
1104,0.21,0.25,22.54,9.78,2155.2,0.07,0.1,119.73,220.42,0.25,0.13,9.52,False
1105,0.4,0.5,6.0,6.0,216.0,0.01,0.17,12.0,36.0,0.5,0.29,0.0,False
1106,0.2,1.0,20.81,9.0,1685.67,0.06,0.11,93.65,187.3,0.5,0.17,0.0,False
1107,0.25,1.0,6.74,3.75,94.75,0.01,0.27,5.26,25.27,1.0,0.11,20.0,False
1108,0.22,0.63,43.42,14.61,9265.54,0.21,0.07,514.75,634.25,0.13,0.11,31.91,True
1109,1.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.44,0.0,False
1110,0.14,0.1,26.57,33.75,30263.95,0.3,0.03,1681.33,896.71,0.5,0.07,43.24,False
1111,0.17,0.33,24.08,19.59,9246.17,0.16,0.05,513.67,471.89,0.17,0.14,0.0,False
1112,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
1113,0.05,1.0,46.28,83.31,321184.78,1.29,0.01,17843.6,3855.28,0.33,0.03,28.4,False
1114,0.2,1.0,9.88,7.0,484.32,0.02,0.14,26.91,69.19,1.0,0.13,0.0,False
1115,0.07,1.0,6.55,28.0,5138.91,0.06,0.04,285.49,183.53,1.0,0.03,28.57,False
1116,0.36,0.5,19.92,15.0,4481.73,0.1,0.07,248.98,298.78,0.25,0.18,33.33,False
1117,0.29,1.0,17.79,5.63,562.94,0.03,0.18,31.27,100.08,0.5,0.18,12.5,False
1118,0.17,0.82,34.84,35.0,42678.84,0.41,0.03,2371.05,1219.4,0.09,0.11,29.33,True
1119,0.22,0.4,27.16,17.0,7847.8,0.15,0.06,435.99,461.64,0.2,0.06,59.09,False
1120,0.18,0.33,17.05,11.25,2157.94,0.06,0.09,119.89,191.82,0.33,0.14,0.0,True
1121,0.23,0.67,27.83,25.26,17758.95,0.23,0.04,986.61,702.96,0.56,0.1,32.68,False
1122,0.22,0.5,18.36,15.27,4283.4,0.09,0.07,237.97,280.46,0.25,0.05,62.16,False
1123,0.33,1.0,10.8,2.5,67.5,0.01,0.4,3.75,27.0,1.0,0.13,25.0,False
1124,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1125,0.08,1.0,5.92,27.5,4477.73,0.05,0.04,248.76,162.83,1.0,0.06,20.0,False
1126,0.44,0.75,8.42,24.0,4849.12,0.07,0.04,269.4,202.05,0.25,0.33,0.0,False
1127,0.23,0.57,32.56,15.0,7325.95,0.16,0.07,407.0,488.4,0.57,0.17,12.9,False
1128,0.29,1.0,10.79,7.2,559.51,0.03,0.14,31.08,77.71,0.5,0.18,0.0,False
1129,0.42,0.8,17.51,14.17,3513.33,0.08,0.07,195.19,248.0,0.2,0.33,0.0,False
1130,0.25,0.5,9.64,9.6,888.11,0.03,0.1,49.34,92.51,0.5,0.14,0.0,False
1131,0.33,1.0,11.0,3.0,99.0,0.01,0.33,5.5,33.0,1.0,0.06,70.0,False
1132,0.22,1.0,68.34,30.72,64501.75,0.7,0.03,3583.43,2099.51,0.08,0.18,4.76,False
1133,0.5,0.67,18.13,7.5,1020.0,0.05,0.13,56.67,136.0,0.33,0.23,0.0,False
1134,0.5,1.0,5.33,1.5,12.0,0.0,0.67,0.67,8.0,1.0,0.2,0.0,False
1135,0.27,1.0,27.63,5.32,781.48,0.05,0.19,43.42,146.95,1.0,0.2,8.33,False
1136,0.5,0.67,18.13,7.5,1020.0,0.05,0.13,56.67,136.0,0.33,0.23,0.0,False
1137,0.15,1.0,18.1,9.63,1676.34,0.06,0.1,93.13,174.17,0.5,0.08,29.41,True
1138,0.33,1.0,24.93,11.5,3297.36,0.1,0.09,183.19,286.73,0.33,0.18,0.0,False
1139,0.07,1.0,55.91,4.95,1371.34,0.09,0.2,76.19,276.9,1.0,0.02,60.0,False
1140,0.5,1.0,7.75,2.0,31.02,0.01,0.5,1.72,15.51,1.0,0.25,0.0,False
1141,0.09,1.0,20.15,15.43,4795.77,0.1,0.06,266.43,310.84,1.0,0.05,0.0,False
1142,0.25,1.0,12.55,4.0,200.76,0.02,0.25,11.15,50.19,1.0,0.2,0.0,False
1143,0.3,0.67,18.12,36.75,24470.36,0.22,0.03,1359.46,665.86,0.11,0.15,0.0,False
1144,0.5,1.0,5.33,1.5,12.0,0.0,0.67,0.67,8.0,1.0,0.2,50.0,False
1145,0.5,1.0,9.83,2.0,39.3,0.01,0.5,2.18,19.65,1.0,0.2,0.0,False
1146,0.26,0.33,20.3,22.0,9823.92,0.15,0.05,545.77,446.54,0.83,0.24,0.0,False
1147,0.5,1.0,7.74,1.5,17.41,0.0,0.67,0.97,11.61,1.0,0.2,0.0,False
1148,0.2,1.0,5.8,2.0,23.22,0.0,0.5,1.29,11.61,1.0,0.04,75.0,False
1149,0.5,1.0,7.74,1.5,17.41,0.0,0.67,0.97,11.61,1.0,0.17,0.0,False
1150,0.33,1.0,9.05,2.0,36.19,0.01,0.5,2.0,18.09,1.0,0.03,86.36,False
1151,0.3,0.69,49.68,20.72,21334.26,0.34,0.05,1185.24,1029.46,0.23,0.29,0.0,False
1152,0.5,0.8,17.51,14.17,3513.33,0.08,0.07,195.19,248.0,0.2,0.28,0.0,False
1153,0.18,0.67,24.09,16.5,6558.06,0.13,0.06,364.34,397.46,1.0,0.06,63.89,False
1154,0.3,0.79,31.37,40.5,51461.36,0.42,0.02,2858.96,1270.65,0.5,0.23,4.26,False
1155,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1156,0.25,1.0,18.7,10.4,2022.94,0.06,0.1,112.39,194.51,1.0,0.2,7.69,False
1157,0.32,0.57,48.64,9.91,4779.6,0.16,0.1,265.53,482.15,0.14,0.18,16.0,True
1158,0.25,1.0,14.0,3.0,126.0,0.01,0.33,7.0,42.0,1.0,0.11,0.0,False
1159,0.04,1.0,25.46,32.5,26888.89,0.28,0.03,1493.83,827.35,1.0,0.02,0.0,False
1160,1.0,1.0,12.61,6.75,574.49,0.03,0.15,31.92,85.11,1.0,0.6,0.0,False
1161,0.2,1.0,8.51,8.0,544.91,0.02,0.13,30.27,68.11,1.0,0.14,0.0,False
1162,0.13,0.71,66.27,30.44,61416.25,0.67,0.03,3412.01,2017.49,0.57,0.08,52.31,True
1163,0.2,1.0,13.32,3.5,163.12,0.02,0.29,9.06,46.6,1.0,0.13,0.0,False
1164,0.11,1.0,18.96,13.64,3525.33,0.09,0.07,195.85,258.51,0.5,0.03,63.64,False
1165,0.16,0.8,41.18,29.46,35752.82,0.4,0.03,1986.27,1213.43,0.1,0.12,36.23,True
1166,0.06,1.0,21.63,16.0,5537.66,0.12,0.06,307.65,346.1,1.0,0.03,19.05,False
1167,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.09,0.0,False
1168,0.23,1.0,46.25,14.27,9416.54,0.22,0.07,523.14,659.92,0.83,0.15,3.85,False
1169,0.12,0.63,41.36,32.0,42352.03,0.44,0.03,2352.89,1323.5,1.0,0.08,22.08,True
1170,0.48,0.9,24.5,26.0,16559.04,0.21,0.04,919.95,636.89,0.1,0.36,0.0,False
1171,0.24,0.53,38.51,58.76,132943.06,0.75,0.02,7385.73,2262.53,0.29,0.13,31.18,False
1172,0.12,1.0,52.81,9.13,4402.26,0.16,0.11,244.57,482.15,0.5,0.03,5.56,False
1173,0.41,0.14,11.6,31.21,11297.51,0.12,0.03,627.64,361.93,0.14,0.3,41.18,False
1174,0.21,0.71,34.86,26.4,24294.51,0.31,0.04,1349.7,920.25,0.14,0.1,40.91,True
1175,0.09,1.0,23.74,8.44,1689.91,0.07,0.12,93.88,200.29,1.0,0.06,0.0,False
1176,0.12,0.75,34.93,44.48,69108.13,0.52,0.02,3839.34,1553.69,0.13,0.07,29.11,True
1177,0.11,0.67,22.15,19.96,8828.3,0.15,0.05,490.46,442.2,0.33,0.05,52.0,False
1178,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,0.0,False
1179,0.3,0.33,19.9,8.8,1541.2,0.06,0.11,85.62,175.14,0.33,0.18,9.09,False
1180,0.17,1.0,47.97,41.21,81451.08,0.66,0.02,4525.06,1976.57,0.07,0.13,1.11,False
1181,0.17,0.5,21.93,8.25,1492.78,0.06,0.12,82.93,180.94,0.5,0.11,8.33,False
1182,0.13,1.0,20.94,4.0,335.05,0.03,0.25,18.61,83.76,1.0,0.04,58.82,False
1183,0.18,0.14,32.46,54.95,97999.22,0.59,0.02,5444.4,1783.51,1.0,0.13,21.43,False
1184,0.19,0.5,42.12,28.24,33576.57,0.4,0.04,1865.36,1189.17,0.36,0.13,30.34,False
1185,0.6,0.33,13.11,4.8,301.96,0.02,0.21,16.78,62.91,1.0,0.5,0.0,False
1186,0.21,0.75,34.13,32.11,35212.66,0.37,0.03,1956.26,1096.32,0.63,0.14,13.95,False
1187,0.3,0.67,14.55,10.11,1487.96,0.05,0.1,82.66,147.16,1.0,0.25,0.0,False
1188,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.04,0.0,False
1189,1.0,0.5,5.0,6.0,180.0,0.01,0.17,10.0,30.0,0.5,0.5,0.0,False
1190,0.27,0.33,16.48,8.25,1121.45,0.05,0.12,62.3,135.93,1.0,0.14,26.67,False
1191,0.31,0.65,29.38,28.9,24540.17,0.28,0.03,1363.34,849.14,1.0,0.14,40.26,False
1192,0.5,0.5,16.07,4.5,325.53,0.02,0.22,18.08,72.34,0.5,0.18,0.0,False
1193,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1194,0.5,0.8,14.25,17.0,4117.85,0.08,0.06,228.77,242.23,0.2,0.29,0.0,False
1195,0.29,0.5,16.65,9.33,1450.57,0.05,0.11,80.59,155.42,0.5,0.17,0.0,False
1196,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1197,1.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47,0.0,False
1198,0.33,0.67,22.4,7.33,1204.38,0.05,0.14,66.91,164.23,1.0,0.2,30.0,True
1199,0.17,0.5,13.83,7.0,677.56,0.03,0.14,37.64,96.79,0.5,0.11,30.77,True
1200,0.5,0.67,11.62,9.75,1104.67,0.04,0.1,61.37,113.3,0.33,0.25,0.0,False
1201,0.39,0.57,31.61,18.67,11013.33,0.2,0.05,611.85,590.0,1.0,0.32,5.26,False
1202,0.12,1.0,31.97,26.1,21778.37,0.28,0.04,1209.91,834.42,0.25,0.06,15.38,False
1203,0.5,1.0,5.33,1.5,12.0,0.0,0.67,0.67,8.0,1.0,0.2,50.0,False
1204,0.24,0.33,18.05,41.17,30592.16,0.25,0.02,1699.56,743.13,0.17,0.12,36.11,False
1205,0.5,1.0,5.33,1.5,12.0,0.0,0.67,0.67,8.0,1.0,0.25,0.0,False
1206,0.47,0.63,20.6,30.38,19007.4,0.21,0.03,1055.97,625.76,0.38,0.36,0.0,False
1207,0.17,1.0,15.86,3.5,194.27,0.02,0.29,10.79,55.51,1.0,0.13,0.0,False
1208,0.1,1.0,32.9,2.78,253.82,0.03,0.36,14.1,91.38,1.0,0.02,66.67,False
1209,0.8,0.25,17.92,6.4,734.17,0.04,0.16,40.79,114.71,0.25,0.4,0.0,False
1210,0.5,0.67,18.13,7.5,1020.0,0.05,0.13,56.67,136.0,0.33,0.23,0.0,False
1211,1.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.3,0.0,False
1212,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,False
1213,0.07,1.0,52.7,4.42,1030.06,0.08,0.23,57.23,232.99,1.0,0.02,70.59,False
1214,0.33,1.0,8.72,4.0,139.48,0.01,0.25,7.75,34.87,1.0,0.1,40.0,False
1215,0.26,0.57,19.19,27.6,14618.65,0.18,0.04,812.15,529.66,0.86,0.23,6.9,False
1216,0.14,0.33,25.02,18.0,8106.33,0.15,0.06,450.35,450.35,0.33,0.08,18.52,False
1217,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,False
1218,0.27,0.5,20.33,20.54,8574.62,0.14,0.05,476.37,417.55,1.0,0.23,9.09,False
1219,0.33,1.0,9.05,2.0,36.19,0.01,0.5,2.0,18.09,1.0,0.17,33.33,False
1220,0.13,1.0,25.94,8.64,1934.62,0.07,0.12,107.48,224.01,1.0,0.06,20.0,False
1221,0.15,1.0,56.41,11.81,7874.42,0.22,0.08,437.47,666.49,0.2,0.07,34.78,True
1222,0.35,0.57,33.18,11.25,4199.46,0.12,0.09,233.3,373.29,1.0,0.11,21.74,False
1223,0.25,1.0,18.01,6.25,703.67,0.04,0.16,39.09,112.59,0.5,0.07,60.0,False
1224,0.17,0.5,22.46,10.39,2424.6,0.08,0.1,134.7,233.38,0.5,0.1,15.38,True
1225,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43,0.0,False
1226,0.5,0.8,22.9,11.69,3127.8,0.09,0.09,173.77,267.62,0.2,0.26,0.0,False
1227,0.5,0.83,22.95,14.44,4783.7,0.11,0.07,265.76,331.34,0.17,0.32,0.0,False
1228,0.5,0.33,6.27,12.0,903.41,0.03,0.08,50.19,75.28,0.33,0.33,0.0,False
1229,0.33,0.33,19.44,20.64,8283.77,0.13,0.05,460.21,401.29,1.0,0.3,0.0,False
1230,0.17,1.0,18.49,3.5,226.54,0.02,0.29,12.59,64.73,1.0,0.13,0.0,False
1231,0.25,0.75,52.14,25.38,33598.94,0.44,0.04,1866.61,1323.59,0.83,0.21,9.62,False
1232,0.15,1.0,16.6,14.06,3280.34,0.08,0.07,182.24,233.38,0.5,0.09,33.33,True
1233,0.2,1.0,7.61,5.0,190.2,0.01,0.2,10.57,38.04,1.0,0.14,16.67,False
1234,0.4,0.5,6.18,5.0,154.4,0.01,0.2,8.58,30.88,0.5,0.25,0.0,False
1235,0.01,1.0,257.7,73.75,1401719.45,6.34,0.01,77873.3,19006.37,1.0,0.0,36.06,True
1236,0.3,0.33,17.36,24.54,10456.24,0.14,0.04,580.9,426.06,0.33,0.19,0.0,False
1237,0.5,0.07,23.61,26.38,16434.72,0.21,0.04,913.04,622.89,1.0,0.25,31.43,False
1238,0.5,0.5,16.65,4.0,266.43,0.02,0.25,14.8,66.61,0.5,0.18,0.0,False
1239,0.77,0.5,19.75,20.46,8269.85,0.13,0.05,459.44,404.17,0.6,0.67,0.0,False
1240,0.18,0.75,16.19,29.32,13918.64,0.16,0.03,773.26,474.74,0.25,0.11,29.63,False
1241,0.11,0.5,27.2,10.0,2720.25,0.09,0.1,151.13,272.03,0.5,0.07,14.29,False
1242,0.21,1.0,14.31,11.43,1868.55,0.05,0.09,103.81,163.5,0.33,0.14,13.33,False
1243,0.29,0.5,11.63,7.2,603.09,0.03,0.14,33.5,83.76,0.5,0.2,0.0,False
1244,0.1,1.0,20.25,7.2,1049.88,0.05,0.14,58.33,145.82,1.0,0.08,0.0,False
1245,0.1,0.5,27.71,21.09,12331.3,0.19,0.05,685.07,584.6,0.5,0.04,62.5,False
1246,0.16,1.0,30.21,9.6,2784.46,0.1,0.1,154.69,290.05,0.33,0.08,25.0,False
1247,0.2,1.0,16.8,6.43,694.29,0.04,0.16,38.57,108.0,0.5,0.17,0.0,False
1248,0.24,0.6,18.04,21.88,8633.09,0.13,0.05,479.62,394.66,0.6,0.08,57.89,False
1249,0.14,1.0,30.43,15.17,6999.51,0.15,0.07,388.86,461.51,0.33,0.08,28.57,True
1250,0.25,1.0,15.74,5.71,513.85,0.03,0.18,28.55,89.92,1.0,0.17,0.0,False
1251,0.15,1.0,20.95,10.36,2250.27,0.07,0.1,125.01,217.13,0.5,0.1,14.29,False
1252,0.07,0.38,108.11,36.96,147695.29,1.33,0.03,8205.29,3996.0,0.13,0.04,27.08,True
1253,0.26,0.08,26.07,32.25,27117.88,0.28,0.03,1506.55,840.86,0.5,0.25,10.87,False
1254,0.16,0.5,40.61,18.56,13994.09,0.25,0.05,777.45,753.89,0.38,0.09,30.88,False
1255,0.33,0.5,11.82,9.1,978.69,0.04,0.11,54.37,107.55,0.5,0.25,0.0,False
1256,0.17,1.0,29.7,3.33,329.97,0.03,0.3,18.33,98.99,1.0,0.04,62.5,False
1257,0.19,0.6,28.01,16.89,7990.71,0.16,0.06,443.93,473.13,0.2,0.12,24.24,True
1258,0.28,0.95,65.4,42.25,116749.16,0.92,0.02,6486.06,2763.29,0.52,0.25,8.97,False
1259,0.17,0.88,34.95,36.96,47727.54,0.43,0.03,2651.53,1291.45,0.38,0.11,15.38,False
1260,0.5,0.92,16.85,41.25,28663.33,0.23,0.02,1592.41,694.87,0.08,0.38,0.0,False
1261,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.45,0.0,False
1262,0.07,1.0,25.09,9.82,2418.71,0.08,0.1,134.37,246.35,1.0,0.04,0.0,False
1263,0.24,0.71,42.41,34.11,49333.63,0.48,0.03,2740.76,1446.51,0.24,0.17,6.94,False
1264,0.22,1.0,15.43,14.95,3448.99,0.08,0.07,191.61,230.7,0.5,0.17,0.0,False
1265,0.25,1.0,10.57,3.0,95.1,0.01,0.33,5.28,31.7,1.0,0.14,0.0,False
1266,0.27,0.25,24.73,129.11,412246.14,1.06,0.01,22902.56,3193.1,0.9,0.15,37.0,False
1267,0.17,1.0,27.68,8.25,1884.3,0.08,0.12,104.68,228.4,0.5,0.13,8.33,True
1268,0.17,1.0,46.54,22.39,23328.87,0.35,0.04,1296.05,1041.98,0.11,0.1,27.78,False
1269,0.5,1.0,14.8,4.0,236.83,0.02,0.25,13.16,59.21,1.0,0.25,0.0,False
1270,0.27,0.89,44.48,19.35,16663.77,0.29,0.05,925.76,860.96,0.11,0.26,0.0,False
1271,0.55,0.49,42.08,67.88,193867.69,0.95,0.01,10770.43,2856.25,0.49,0.54,0.0,False
1272,0.5,0.67,18.13,7.5,1020.0,0.05,0.13,56.67,136.0,0.33,0.21,0.0,False
1273,0.15,0.5,22.09,9.55,2012.48,0.07,0.1,111.8,210.83,0.5,0.09,7.14,False
1274,0.11,0.6,27.67,39.26,42651.03,0.36,0.03,2369.5,1086.32,0.6,0.07,30.91,True
1275,0.17,0.5,29.79,8.94,2379.82,0.09,0.11,132.21,266.27,0.5,0.01,81.82,False
1276,0.35,0.43,31.12,20.24,12744.97,0.21,0.05,708.05,629.75,0.57,0.32,0.0,False
1277,0.14,1.0,12.99,6.13,487.35,0.03,0.16,27.07,79.57,1.0,0.13,0.0,False
1278,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.36,0.0,False
1279,0.31,0.63,102.58,58.57,351950.71,2.0,0.02,19552.82,6008.58,0.42,0.29,2.86,False
1280,0.3,0.67,22.52,9.75,2141.25,0.07,0.1,118.96,219.62,0.33,0.25,0.0,False
1281,0.07,1.0,41.04,6.42,1689.97,0.09,0.16,93.89,263.37,1.0,0.04,30.0,False
1282,0.19,0.37,48.91,83.85,343824.52,1.37,0.01,19101.36,4100.62,0.63,0.15,14.14,False
1283,0.1,1.0,51.13,18.63,17749.77,0.32,0.05,986.1,952.67,0.2,0.06,25.81,False
1284,0.17,0.67,32.04,22.26,15883.78,0.24,0.04,882.43,713.53,0.5,0.12,12.5,False
1285,0.14,1.0,31.98,28.95,26810.35,0.31,0.03,1489.46,926.02,0.17,0.05,54.22,False
1286,0.35,0.22,27.0,19.97,10770.44,0.18,0.05,598.36,539.23,0.11,0.18,66.67,True
1287,0.18,0.5,16.85,18.91,6024.01,0.11,0.05,334.67,318.58,0.75,0.1,32.14,True
1288,0.18,0.63,33.34,24.87,20623.58,0.28,0.04,1145.75,829.27,0.13,0.1,15.38,False
1289,0.1,0.57,35.15,40.38,57328.2,0.47,0.02,3184.9,1419.56,0.71,0.08,64.47,True
1290,0.13,1.0,31.52,5.56,972.99,0.06,0.18,54.06,175.14,1.0,0.11,0.0,False
