,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,TARGET
831,0.3378,0.5357,0.4375,0.0097,0.8,0.875,0.0,1.716,1.2041,0.8451,-0.5625,-0.006,0.2195,1
832,0.2385,0.4509,0.2857,0.017,0.9655,0.6154,0.0,2.0899,1.4472,0.9031,-0.7143,-0.0021,0.3725,1
833,0.2448,0.25,0.1481,0.0164,0.9643,0.4444,0.0,1.9085,1.4314,0.6021,-0.8518,-0.0038,0.215,1
834,0.2603,0.3,0.2,0.0121,0.7692,0.6667,0.0,1.7482,1.301,0.6021,-0.8,-0.0035,0.1852,1
835,0.3091,0.3818,0.2273,0.0133,0.9167,0.5556,0.0,1.8325,1.3424,0.699,-0.7727,-0.0022,0.2173,1
836,0.2318,0.3248,0.6923,0.0079,0.6842,0.8182,0.0,1.8976,1.1139,0.9542,-0.3077,0.0075,0.2253,1
837,0.0743,0.4199,0.1513,0.0136,0.1783,0.9682,1.0,3.3071,1.3617,2.1818,0.8487,-0.2728,1.0,1
838,0.1484,0.4902,0.5294,0.0054,0.6,1.0,1.0,1.8921,0.9542,1.2305,0.4706,0.14,0.2699,1
839,0.9164,0.3172,0.1936,0.0044,0.3158,1.0,1.0,2.1038,0.7782,1.4914,0.8065,-0.1451,0.3154,1
840,0.9164,0.3864,0.1136,0.0073,0.1754,1.0,1.0,2.7324,1.0,1.9445,0.8864,-0.1304,0.9792,1
841,0.9164,0.3681,0.1068,0.0081,0.1487,1.0,1.0,2.8549,1.0414,2.0128,0.8932,-0.1212,0.9961,1
842,0.9164,0.399,0.1053,0.0073,0.1471,1.0,1.0,2.7566,1.0,1.9777,0.8947,-0.1147,0.9869,1
843,0.9151,0.3442,0.0733,0.0081,0.1078,1.0,1.0,3.0342,1.0414,2.1761,0.9267,-0.1428,0.9999,1
844,0.9148,0.5317,0.1194,0.0117,0.1616,1.0,1.0,3.0017,1.2041,2.1271,0.8806,-0.0247,1.0,1
845,0.915,0.5947,0.1028,0.0081,0.1341,1.0,1.0,2.6785,1.0414,2.0294,0.8972,-0.1232,0.9971,1
846,0.9091,0.6445,0.1478,0.0125,0.1717,0.9829,1.0,2.842,1.2305,2.0607,0.8522,-0.0101,1.0,1
847,0.9135,0.2911,0.18,0.0066,0.2903,1.0,1.0,2.5038,0.9542,1.699,0.82,-0.105,0.7281,1
848,0.9106,0.4886,0.1058,0.0081,0.1209,0.9905,1.0,2.7672,1.0414,2.017,0.8942,-0.1205,0.9964,1
849,0.9106,0.4944,0.1236,0.0081,0.1642,0.9889,1.0,2.6946,1.0414,1.9494,0.8764,-0.1046,0.9891,1
850,0.9135,0.3251,0.1111,0.0066,0.1525,0.9759,1.0,2.692,0.9542,1.9085,0.8889,-0.1161,0.9451,1
851,0.9106,0.5046,0.0736,0.0088,0.0968,1.0,1.0,2.9863,1.0792,2.2122,0.9264,-0.1651,1.0,1
852,0.9106,0.405,0.0982,0.0081,0.1467,1.0,1.0,2.8651,1.0414,2.0492,0.9018,-0.13,0.998,1
853,0.9106,0.4155,0.0863,0.0088,0.1121,0.9858,1.0,2.989,1.0792,2.143,0.9137,-0.0254,0.9999,1
854,0.9091,0.3099,0.1183,0.0081,0.1964,1.0,1.0,2.8488,1.0414,1.9685,0.8817,-0.1386,0.9919,1
855,0.9076,0.4194,0.0759,0.0081,0.0974,0.9931,1.0,2.9666,1.0414,2.1614,0.9241,-0.168,0.9998,1
856,0.9063,0.4603,0.1,0.0081,0.1222,1.0,1.0,2.8149,1.0414,2.0414,0.9,-0.1492,0.9977,1
857,0.9047,0.3333,0.2308,0.0044,0.24,1.0,1.0,2.017,0.7782,1.415,0.7692,-0.103,0.2739,1
858,0.9048,0.3182,0.3182,0.0051,0.4375,0.9565,1.0,2.0212,0.8451,1.3424,0.6818,-0.1001,0.2712,1
859,0.9019,0.3492,0.2857,0.0044,0.4286,1.0,1.0,1.9138,0.7782,1.3222,0.7143,-0.0869,0.2359,1
860,0.9004,0.4571,0.4667,0.0051,0.5385,1.0,1.0,1.7559,0.8451,1.1761,0.5333,-0.1009,0.2116,1
861,0.9004,0.4219,0.3333,0.0059,0.381,1.0,1.0,2.0453,0.9031,1.3802,0.6667,-0.0907,0.3241,1
862,0.9003,0.2813,0.2857,0.0059,0.4444,1.0,1.0,2.2068,0.9031,1.4472,0.7143,-0.084,0.3725,1
863,0.9003,0.3929,0.5714,0.0059,0.6154,1.0,1.0,1.8325,0.9031,1.1461,0.4286,-0.082,0.2195,1
864,0.9032,0.275,0.3,0.0044,0.4,1.0,1.0,1.9395,0.7782,1.301,0.7,-0.0844,0.2288,1
865,0.8974,0.42,0.6667,0.0073,0.6667,1.0,1.0,1.9395,1.0,1.1761,0.3333,-0.0999,0.266,1
866,0.0445,0.1439,0.9167,0.0064,1.0,1.0,1.0,2.0531,1.0414,1.0792,0.0833,-0.1253,0.2432,1
867,0.4019,0.7516,0.7917,0.0569,0.8067,0.563,0.0,3.2582,1.9823,1.8808,-0.2083,-0.1549,1.0,1
868,0.4976,0.4675,0.6364,0.0048,0.875,1.0,1.0,1.6128,0.8451,1.0414,0.3636,-0.1362,0.1822,1
869,0.2853,0.3218,0.3333,0.0126,0.9444,1.0,1.0,2.7694,1.2305,1.7076,0.6667,-0.1738,0.9774,1
870,0.2705,0.197,0.9167,0.0081,1.0,1.0,1.0,2.0253,1.0414,1.0792,0.0833,-0.0572,0.2432,1
871,0.4339,0.5292,0.52,0.0154,0.5652,0.9615,1.0,2.7868,1.415,1.699,0.48,-0.0894,0.9987,1
872,0.9923,0.1484,0.9286,0.0077,1.0,1.0,1.0,2.1903,1.1139,1.1461,0.0714,-0.1889,0.3097,1
873,0.5624,0.2902,0.4138,0.0087,0.8571,1.0,1.0,2.3927,1.0792,1.4624,0.5862,-0.1644,0.5757,1
874,0.0389,0.25,0.45,0.0065,0.75,0.9524,1.0,2.1303,0.9542,1.301,0.55,-0.2421,0.3068,1
875,0.0735,0.2569,0.2391,0.0079,0.8461,0.9787,1.0,2.5752,1.0414,1.6628,0.7609,-0.2166,0.7955,1
876,0.2661,0.2261,0.3103,0.0066,0.6,1.0,1.0,2.3054,0.9542,1.4624,0.6897,-0.172,0.4317,1
877,0.8835,0.3333,0.4091,0.0179,0.6875,0.45,0.0,2.1206,1.3424,0.9542,-0.5909,-0.1264,0.3329,1
878,0.5982,0.2355,0.1892,0.0057,0.7,1.0,1.0,2.2967,0.8451,1.5682,0.8108,-0.109,0.4284,1
879,0.882,0.2727,0.6875,0.0065,0.9167,1.0,1.0,2.1072,1.0414,1.2041,0.3125,-0.1458,0.3012,1
880,0.7628,0.2552,0.75,0.0089,0.8,1.0,1.0,2.1553,1.0792,1.2041,0.25,-0.1946,0.3241,1
881,0.4031,0.3303,0.6818,0.0089,0.7895,1.0,1.0,2.3444,1.1761,1.3424,0.3182,-0.1435,0.5461,1
882,0.5691,0.3214,0.8571,0.0071,0.8,1.0,1.0,2.0569,1.0792,1.1461,0.1429,-0.1625,0.2901,1
883,0.9061,0.4634,0.1951,0.0303,0.9318,0.5333,0.0,2.2455,1.6128,0.9031,-0.8049,-0.1803,0.5428,1
884,0.6371,0.2874,0.6842,0.0096,0.6191,1.0,1.0,2.2455,1.1139,1.2787,0.3158,-0.1315,0.4089,1
885,0.1419,0.4911,0.7778,0.0266,0.8571,0.9655,0.0,2.7101,1.5563,1.4472,-0.2222,-0.0524,0.991,1
886,0.6696,0.4444,0.3704,0.02,1.0,0.8333,0.0,2.1761,1.4314,1.0,-0.6296,-0.1212,0.4465,1
887,0.776,0.3038,0.65,0.0096,0.8125,1.0,1.0,2.2577,1.1139,1.301,0.35,-0.1567,0.43,1
888,0.1215,0.3025,0.64,0.0117,0.7619,1.0,1.0,2.4456,1.2041,1.3979,0.36,-0.1524,0.6574,1
889,0.1454,0.5268,0.875,0.0117,0.64,0.875,0.0,2.0253,1.2041,1.1461,-0.125,-0.0579,0.3725,1
890,0.4538,0.3487,0.8667,0.0077,0.6842,1.0,1.0,2.1038,1.1139,1.1761,0.1333,-0.1426,0.3285,1
891,0.8842,0.375,0.8,0.0047,0.8,1.0,1.0,1.699,0.9031,1.0,0.2,-0.1648,0.1852,1
892,0.7979,0.3383,0.3684,0.0041,0.5,1.0,1.0,1.9445,0.8451,1.2787,0.6316,-0.1626,0.2445,1
893,0.8617,0.2917,0.75,0.0047,0.8,1.0,0.0,1.5315,0.9031,0.7782,-0.25,-0.1836,0.1551,1
894,0.4556,0.1786,0.875,0.0047,1.0,0.875,0.0,1.6628,0.9031,0.8451,-0.125,-0.1124,0.1622,1
895,0.6698,0.4722,0.8889,0.0047,0.6667,0.9,1.0,1.5798,0.9031,0.9542,0.1111,-0.0935,0.1773,1
896,0.4468,0.375,0.875,0.0041,0.7778,0.8889,1.0,1.5441,0.8451,0.9031,0.125,-0.083,0.1622,1
897,0.8793,0.3889,0.75,0.0071,0.8571,1.0,0.0,1.8195,1.0792,0.9542,-0.25,-0.1998,0.215,1
898,0.6686,0.2041,1.0,0.0041,0.7778,1.0,0.5,1.5911,0.8451,0.8451,0.0,-0.1102,0.156,1
899,0.4402,0.4722,0.8889,0.0053,0.8182,1.0,0.0,1.5798,0.9542,0.9031,-0.1111,-0.1151,0.1773,1
900,0.0853,0.4286,0.875,0.0041,0.7778,1.0,1.0,1.5051,0.8451,0.9031,0.125,-0.2446,0.1622,1
901,0.8852,0.2556,0.9,0.0059,0.8333,0.9,0.0,1.8261,1.0,0.9542,-0.1,-0.141,0.1954,1
902,0.2237,0.36,1.0,0.0059,0.9091,1.0,0.5,1.8062,1.0,1.0,0.0,-0.0557,0.2061,1
903,0.1429,0.4133,1.0,0.0083,0.7368,1.0,0.5,2.0607,1.1461,1.1461,0.0,-0.258,0.33,1
904,0.9031,0.3128,0.8667,0.0089,0.75,1.0,0.0,2.1271,1.1761,1.1139,-0.1333,-0.2015,0.3285,1
905,0.0591,0.303,0.8182,0.0053,0.75,1.0,1.0,1.8389,0.9542,1.0414,0.1818,-0.294,0.2051,1
906,0.1572,0.1984,0.6429,0.0053,0.75,1.0,1.0,2.0043,0.9542,1.1461,0.3571,-0.1259,0.2359,1
907,0.5936,0.3951,0.8824,0.0178,0.566,0.7907,1.0,2.7903,1.4771,1.5315,0.1177,-0.1698,0.9917,1
908,0.8331,0.3496,0.8461,0.0077,0.9286,1.0,0.0,1.9685,1.1139,1.0414,-0.1539,-0.2135,0.257,1
909,0.0627,0.32,1.0,0.0059,1.0,1.0,0.5,1.8325,1.0,1.0,0.0,-0.2455,0.2061,1
910,0.845,0.2556,0.9,0.0053,0.6923,1.0,1.0,1.8261,0.9542,1.0,0.1,-0.19,0.1954,1
911,0.6584,0.3852,0.3,0.0053,0.3913,0.9677,1.0,2.2201,0.9542,1.4771,0.7,-0.1211,0.4465,1
912,0.6631,0.25,1.0,0.0059,0.7692,1.0,0.5,1.8751,1.0,1.0,0.0,-0.1191,0.2061,1
913,0.4085,0.2546,0.9091,0.0059,0.7143,1.0,1.0,1.9138,1.0,1.0414,0.0909,-0.1307,0.2173,1
914,0.3806,0.3769,0.7692,0.0077,0.8667,1.0,0.0,1.9085,1.1139,1.0,-0.2308,-0.1323,0.2408,1
915,0.6052,0.2361,0.8889,0.0053,0.8182,1.0,0.0,1.7404,0.9542,0.9031,-0.1111,-0.1135,0.1773,1
916,0.0783,0.2571,0.7,0.0083,0.6087,0.9524,1.0,2.3181,1.1461,1.301,0.3,-0.3382,0.463,1
917,0.6311,0.4394,0.5454,0.0071,0.48,0.9565,1.0,2.1703,1.0792,1.3424,0.4545,-0.1522,0.4366,1
918,0.3389,0.2222,0.5,0.0053,0.6,1.0,1.0,2.1004,0.9542,1.2553,0.5,-0.2189,0.2819,1
919,0.8805,0.4336,0.5909,0.0077,0.6191,0.9565,1.0,2.2095,1.1139,1.3424,0.4091,-0.1742,0.4729,1
920,0.7033,0.3056,1.0,0.0071,0.8,1.0,0.5,2.0,1.0792,1.0792,0.0,-0.1213,0.2583,1
921,0.7917,0.3498,0.9565,0.0136,0.8846,0.9565,0.0,2.5172,1.3617,1.3424,-0.0435,-0.2112,0.7955,1
922,0.9196,0.2778,0.5,0.0036,0.5454,1.0,1.0,1.716,0.7782,1.0792,0.5,-0.2114,0.1773,1
923,0.4355,0.2333,0.8,0.0071,0.7059,0.9375,1.0,2.1399,1.0792,1.1761,0.2,-0.1225,0.3068,1
924,0.0638,0.275,0.8333,0.0059,0.6667,1.0,1.0,1.9395,1.0,1.0792,0.1667,-0.2774,0.2288,1
925,0.2518,0.2091,0.9091,0.0059,0.625,1.0,1.0,1.9395,1.0,1.0414,0.0909,-0.1445,0.2173,1
926,0.1385,0.3333,0.5833,0.0041,0.7,1.0,1.0,1.7482,0.8451,1.0792,0.4167,-0.0989,0.1892,1
927,0.0758,0.2868,0.8485,0.0166,0.56,0.9706,1.0,2.8189,1.4472,1.5185,0.1515,-0.2663,0.9844,1
928,0.1532,0.4,0.9091,0.0065,0.7857,1.0,0.0,1.8195,1.0414,1.0,-0.0909,-0.1078,0.2173,1
929,0.1232,0.3611,0.8889,0.0095,0.8,1.0,1.0,2.2648,1.2041,1.2553,0.1111,-0.1624,0.4763,1
930,0.0615,0.3659,0.8056,0.0213,0.6546,0.8788,0.0,2.8209,1.5563,1.4624,-0.1944,-0.2712,0.9929,1
931,0.7385,0.4159,0.7143,0.0089,0.6522,1.0,1.0,2.2648,1.1761,1.3222,0.2857,-0.1455,0.5212,1
932,0.6386,0.2045,0.7273,0.0047,0.8889,1.0,1.0,1.8451,0.9031,1.0414,0.2727,-0.1112,0.1934,1
933,0.8639,0.3141,0.9231,0.0077,0.8667,1.0,0.0,2.0294,1.1139,1.0792,-0.0769,-0.2395,0.2739,1
934,0.6402,0.3,0.5333,0.0089,0.8824,1.0,0.0,1.9243,1.1761,0.9031,-0.4667,-0.1098,0.2288,1
935,0.1396,0.4,0.4762,0.0059,0.4545,1.0,1.0,2.1004,1.0,1.3222,0.5238,-0.1719,0.3509,1
936,0.734,0.25,0.5333,0.0047,0.6667,1.0,1.0,1.9542,0.9031,1.1761,0.4667,-0.1288,0.2288,1
937,0.706,0.2941,0.7059,0.0071,0.75,1.0,1.0,2.1584,1.0792,1.2305,0.2941,-0.1582,0.3419,1
938,0.1765,0.4018,0.5714,0.0047,0.6154,0.9333,1.0,1.8261,0.9031,1.1461,0.4286,-0.2244,0.2195,1
939,0.0284,0.254,0.6429,0.0053,0.6923,1.0,1.0,1.9731,0.9542,1.1461,0.3571,-0.2567,0.2359,1
940,0.1837,0.3401,0.6842,0.0077,0.7222,1.0,1.0,2.2122,1.1139,1.2787,0.3158,-0.1279,0.4089,1
941,0.7811,0.3723,0.52,0.0148,0.8333,0.7647,0.0,2.3096,1.3979,1.1139,-0.48,-0.1426,0.5378,1
942,0.0355,0.3036,0.5714,0.0047,0.8,1.0,1.0,1.8921,0.9031,1.1461,0.4286,-0.2601,0.2195,1
943,0.9443,0.3111,0.9,0.0059,0.9091,1.0,0.0,1.7924,1.0,0.9542,-0.1,-0.2069,0.1954,1
944,0.3314,0.1667,0.9167,0.0071,0.8,1.0,0.0,2.0414,1.0792,1.0414,-0.0833,-0.1562,0.2432,1
945,0.5065,0.4583,0.8333,0.0071,0.8571,1.0,0.0,1.8129,1.0792,1.0,-0.1667,-0.1113,0.2288,1
946,0.4326,0.284,1.0,0.0053,0.8182,1.0,0.5,1.7634,0.9542,0.9542,0.0,-0.1363,0.1862,1
947,0.519,0.2444,0.9,0.0053,0.8182,1.0,1.0,1.8325,0.9542,1.0,0.1,-0.1293,0.1954,1
948,0.013,0.485,0.9048,0.0225,0.4318,0.6667,1.0,2.9149,1.5798,1.6233,0.0952,-0.3277,0.9998,1
949,0.0036,0.2444,0.9,0.0053,0.9,1.0,1.0,1.8325,0.9542,1.0,0.1,-0.5971,0.1954,1
950,0.0095,0.5083,0.8333,0.0059,0.7143,1.0,1.0,1.7708,1.0,1.0792,0.1667,-0.3754,0.2288,1
951,0.0036,0.3426,0.75,0.0053,0.8182,1.0,1.0,1.8513,0.9542,1.0792,0.25,-0.566,0.215,1
952,0.0319,0.4937,0.2581,0.0142,0.2353,0.9208,1.0,3.0531,1.3802,1.9685,0.7419,-0.3109,1.0,1
953,0.0426,0.4625,0.2528,0.0136,0.2771,0.9891,1.0,3.0512,1.3617,1.959,0.7473,-0.2997,1.0,1
954,0.0532,0.3333,0.8182,0.0053,0.5625,1.0,1.0,1.8195,0.9542,1.0414,0.1818,-0.2442,0.2051,1
955,0.805,0.2333,0.9,0.0054,0.75,1.0,1.0,1.8389,0.9542,1.0,0.1,-0.1198,0.1954,1
956,0.1116,0.3462,0.5769,0.0089,0.6,1.0,1.0,2.4065,1.1761,1.415,0.4231,-0.2713,0.6422,1
957,0.8566,0.1136,0.7273,0.0065,0.8461,1.0,0.0,1.8921,1.0414,0.9031,-0.2727,-0.1229,0.1934,1
958,0.8982,0.25,0.8889,0.0053,0.9,1.0,0.0,1.7324,0.9542,0.9031,-0.1111,-0.1279,0.1773,1
959,0.2227,0.26,1.0,0.0059,0.9091,1.0,0.5,1.8692,1.0,1.0,0.0,-0.1158,0.2061,1
960,0.4007,0.2188,0.8,0.0095,0.8,1.0,1.0,2.3979,1.2041,1.301,0.2,-0.1927,0.5296,1
961,0.1688,0.2031,1.0,0.0047,0.8,1.0,0.5,1.7076,0.9031,0.9031,0.0,-0.1244,0.1696,1
962,0.9585,0.2182,0.9091,0.0065,1.0,1.0,0.0,1.9345,1.0414,1.0,-0.0909,-0.196,0.2173,1
963,0.4686,0.1406,1.0,0.0047,0.8,1.0,0.5,1.7404,0.9031,0.9031,0.0,-0.0256,0.1696,1
964,0.6026,0.2143,0.7143,0.0059,0.7692,1.0,1.0,2.0414,1.0,1.1461,0.2857,-0.1387,0.2532,1
965,0.305,0.2589,0.9565,0.0161,0.6875,1.0,1.0,2.574,1.3424,1.3617,0.0435,-0.2816,0.7955,1
966,0.368,0.3232,0.8182,0.0066,0.8182,1.0,1.0,1.8261,0.9542,1.0414,0.1818,-0.1196,0.2051,1
967,0.9764,0.3636,0.6111,0.0081,0.7333,1.0,1.0,2.1004,1.0414,1.2553,0.3889,-0.1115,0.3329,1
968,0.028,0.2762,0.2381,0.0037,0.3846,1.0,1.0,1.8808,0.699,1.3222,0.7619,-0.0236,0.2116,1
969,0.2813,0.5582,0.2892,0.0611,0.7615,0.3934,0.0,2.9445,1.9191,1.3802,-0.7108,-0.0797,1.0,1
970,0.6333,0.2778,0.8889,0.0059,0.8889,1.0,1.0,1.716,0.9031,0.9542,0.1111,-0.1262,0.1773,1
971,0.031,0.3333,0.2143,0.0044,0.2857,1.0,1.0,2.0492,0.7782,1.4472,0.7857,-0.0795,0.2901,1
972,0.0841,0.1571,0.7,0.0052,0.6364,1.0,1.0,1.7708,0.8451,1.0,0.3,-0.0662,0.1753,1
973,0.3024,0.3333,0.6429,0.0066,0.6429,1.0,1.0,1.9243,0.9542,1.1461,0.3571,-0.0916,0.2359,1
974,0.0325,0.2143,0.3571,0.0037,0.4545,1.0,1.0,1.7404,0.699,1.1461,0.6429,-0.1372,0.1753,1
975,0.712,0.3929,0.5714,0.0059,0.5714,1.0,1.0,1.8325,0.9031,1.1461,0.4286,-0.1099,0.2195,1
976,0.0414,0.3036,0.4375,0.0052,0.5833,1.0,1.0,1.8921,0.8451,1.2041,0.5625,-0.0604,0.2195,1
977,0.0251,0.2988,0.2069,0.0044,0.375,1.0,1.0,2.0864,0.7782,1.4624,0.7931,-0.1014,0.2984,1
978,0.76,0.3232,0.8182,0.0067,0.6923,1.0,1.0,1.8261,0.9542,1.0414,0.1818,-0.0547,0.2051,1
979,0.9377,0.2222,0.8889,0.0065,0.6429,1.0,0.0,1.7482,0.9542,0.9031,-0.1111,-0.1829,0.1773,1
980,0.8619,0.3267,0.6667,0.0073,0.6667,1.0,1.0,2.0043,1.0,1.1761,0.3333,-0.1158,0.266,1
981,0.4622,0.3232,0.8182,0.0065,0.75,1.0,1.0,1.8261,0.9542,1.0414,0.1818,-0.081,0.2051,1
982,0.0415,0.45,0.7143,0.0074,0.6667,1.0,1.0,1.8865,1.0,1.1461,0.2857,-0.1317,0.2532,1
983,0.679,0.3258,0.9167,0.0081,0.7857,1.0,1.0,1.9494,1.0414,1.0792,0.0833,-0.078,0.2432,1
984,0.7204,0.35,0.8,0.0074,0.5,1.0,0.0,1.716,1.0,0.9031,-0.2,0.0515,0.1852,1
985,0.2982,0.7193,0.7727,0.0161,0.5946,0.85,0.0,2.0212,1.3424,1.2305,-0.2273,0.0048,0.6173,1
986,0.6973,0.2286,0.7,0.006,0.8333,1.0,0.0,1.7324,1.0,0.8451,-0.3,0.093,0.1753,1
987,0.075,0.3567,0.3333,0.006,0.4,1.0,1.0,2.2856,1.0,1.4771,0.6667,-0.2625,0.4963,1
988,0.8111,0.3536,0.6522,0.0091,0.625,1.0,1.0,2.3483,1.1761,1.3617,0.3478,-0.2521,0.5708,1
989,0.431,0.3175,0.6429,0.0055,0.5625,1.0,1.0,1.9345,0.9542,1.1461,0.3571,-0.1054,0.2359,1
990,0.4327,0.4271,0.3333,0.0049,0.4,1.0,1.0,2.0414,0.9031,1.3802,0.6667,-0.1184,0.3241,1
991,0.0693,0.3769,0.7692,0.0061,0.625,1.0,1.0,1.9085,1.0,1.1139,0.2308,-0.1187,0.2408,1
992,0.8667,0.2418,0.5294,0.0103,0.9444,0.9,0.0,2.0645,1.2305,0.9542,-0.4706,-0.1561,0.2699,1
993,0.3321,0.4444,0.6111,0.0109,0.5294,0.6875,0.0,2.0414,1.2553,1.0414,-0.3889,0.0005,0.3329,1
994,0.2461,0.4795,0.4737,0.0115,0.5938,0.6429,0.0,1.9494,1.2787,0.9542,-0.5263,0.0465,0.2942,1
995,0.3539,0.4396,0.5385,0.0079,0.9286,0.6364,0.0,1.7076,1.1139,0.8451,-0.4615,-0.0005,0.1965,1
996,0.177,0.3391,0.2174,0.0139,0.9583,0.7143,0.0,1.8808,1.3617,0.699,-0.7826,0.0574,0.223,1
997,0.3609,0.2917,0.8889,0.0047,0.8,1.0,1.0,1.7076,0.9031,0.9542,0.1111,-0.1147,0.1773,1
998,0.7215,0.328,0.6,0.0091,0.75,1.0,1.0,2.4014,1.1761,1.3979,0.4,-0.1301,0.6189,1
999,0.457,0.3929,0.8571,0.0073,0.5,0.9333,1.0,2.0086,1.0792,1.1461,0.1429,0.0313,0.2901,1
1000,0.2482,0.5701,0.4783,0.0199,0.2619,0.6389,1.0,2.9908,1.5185,1.8389,0.5217,-0.0569,1.0,1
1001,0.9795,0.2778,0.8889,0.0054,0.9,1.0,0.0,1.716,0.9542,0.9031,-0.1111,-0.2946,0.1773,1
1002,0.7871,0.3409,0.9091,0.0129,0.7857,0.9091,0.0,2.4624,1.3424,1.301,-0.0909,-0.2938,0.7147,1
1003,0.6316,0.2222,0.8889,0.0053,0.9,0.8889,0.0,1.7482,0.9542,0.9031,-0.1111,-0.1677,0.1773,1
1004,0.8818,0.5852,0.6,0.0091,0.7895,0.8182,0.0,1.7482,1.1761,0.9542,-0.4,0.031,0.2469,1
1005,0.3004,0.4293,0.2045,0.0066,0.3913,1.0,1.0,2.3541,0.9542,1.6435,0.7954,-0.1415,0.6514,1
1006,0.0486,0.6004,0.6923,0.0132,0.5625,0.9286,1.0,2.2718,1.2553,1.415,0.3077,-0.1262,0.7512,1
1007,0.8191,0.3893,0.3571,0.0074,0.4348,1.0,1.0,2.233,1.0,1.4472,0.6429,-0.1851,0.463,1
1008,0.1426,0.3552,0.5454,0.0132,0.4865,1.0,1.0,2.5832,1.2553,1.5185,0.4545,-0.154,0.8749,1
1009,0.1103,0.2899,1.0,0.0096,0.7647,1.0,0.5,2.0792,1.1139,1.1139,0.0,-0.1636,0.2914,1
1010,0.969,0.2216,0.8077,0.0155,0.75,1.0,1.0,2.6284,1.3222,1.415,0.1923,-0.3194,0.8355,1
1011,0.2441,0.2292,1.0,0.0089,0.8571,1.0,0.5,2.0453,1.0792,1.0792,0.0,-0.1647,0.2583,1
1012,0.0676,0.3726,0.5294,0.0066,0.4286,0.9444,1.0,1.9823,0.9542,1.2305,0.4706,-0.0684,0.2699,1
1013,0.6289,0.2083,0.8571,0.0088,0.8571,1.0,1.0,2.1239,1.0792,1.1461,0.1429,-0.1681,0.2901,1
1014,0.472,0.3,0.9,0.0066,0.75,1.0,1.0,1.7993,0.9542,1.0,0.1,-0.1463,0.1954,1
1015,0.9706,0.2159,0.7273,0.0059,0.7273,1.0,1.0,1.8389,0.9031,1.0414,0.2727,-0.2288,0.1934,1
1016,0.6777,0.2143,0.9333,0.0086,0.875,1.0,1.0,2.2175,1.1461,1.1761,0.0667,-0.214,0.3509,1
1017,0.2101,0.2899,0.6522,0.0091,0.75,1.0,1.0,2.3892,1.1761,1.3617,0.3478,-0.2627,0.5708,1
1018,0.8659,0.2,0.9091,0.006,0.7692,1.0,1.0,1.9445,1.0,1.0414,0.0909,-0.1903,0.2173,1
1019,0.1995,0.2587,0.8461,0.0066,1.0,1.0,1.0,2.0253,1.0414,1.1139,0.1539,-0.1176,0.257,1
1020,0.3225,0.2596,0.8125,0.0078,0.6842,1.0,1.0,2.1875,1.1139,1.2041,0.1875,-0.109,0.3479,1
1021,0.0519,0.45,0.4,0.0048,0.381,1.0,1.0,1.9445,0.9031,1.301,0.6,-0.3624,0.2792,1
1022,0.0629,0.3647,0.7368,0.0085,0.7,1.0,1.0,2.2279,1.1461,1.2787,0.2632,-0.321,0.4399,1
1023,0.8277,0.3162,0.6923,0.0055,0.75,1.0,1.0,1.9031,0.9542,1.1139,0.3077,-0.2099,0.2253,1
1024,0.301,0.3571,0.5,0.0043,0.5833,1.0,1.0,1.7993,0.8451,1.1461,0.5,-0.1069,0.204,1
1025,0.9575,0.3058,1.0,0.0067,0.7333,1.0,0.5,1.9243,1.0414,1.0414,0.0,-0.2065,0.23,1
1026,0.8311,0.4148,0.6,0.0055,0.75,1.0,1.0,1.8976,0.9542,1.1761,0.4,-0.1958,0.2469,1
1027,0.6464,0.34,1.0,0.0061,0.7143,1.0,0.5,1.8195,1.0,1.0,0.0,-0.11,0.2061,1
1028,0.307,0.359,0.8077,0.0158,0.8387,0.84,0.0,2.5441,1.415,1.3222,-0.1923,-0.1593,0.8355,1
1029,0.0765,0.2917,0.8333,0.0061,0.9091,1.0,1.0,1.9294,1.0,1.0792,0.1667,-0.1091,0.2288,1
1030,0.4721,0.3167,0.5333,0.0091,0.9375,0.8889,0.0,1.9138,1.1761,0.9031,-0.4667,-0.1015,0.2288,1
1031,0.699,0.2208,0.6364,0.0043,0.6364,1.0,1.0,1.7781,0.8451,1.0414,0.3636,-0.1033,0.1822,1
1032,0.1129,0.3647,0.5882,0.0061,0.5882,1.0,1.0,2.0334,1.0,1.2305,0.4118,-0.0679,0.2928,1
1033,0.48,0.2083,0.8889,0.0055,0.9,1.0,0.0,1.7559,0.9542,0.9031,-0.1111,-0.0839,0.1773,1
1034,0.0722,0.4333,0.6,0.0036,0.75,1.0,1.0,1.5315,0.7782,1.0,0.4,-0.4053,0.1659,1
1035,0.1471,0.6458,0.25,0.0142,0.96,0.5454,0.0,1.7076,1.3802,0.7782,-0.75,-0.3013,0.2583,1
1036,0.5638,0.2467,0.7857,0.0065,0.6111,1.0,1.0,2.0645,1.0414,1.1461,0.2143,-0.2052,0.2712,1
1037,0.8407,0.4733,0.6667,0.006,0.5882,1.0,1.0,1.8976,1.0,1.1761,0.3333,0.0075,0.266,1
1038,0.242,0.3091,0.7333,0.0088,0.8333,0.9167,0.0,2.0569,1.1761,1.0414,-0.2667,-0.0625,0.286,1
